#Cfactor 0.029882076
Recipient Pop1 Pop2 Pop3 Pop4 Pop6 Pop7 Pop8 Pop9 Pop11 Pop12 Pop13 Pop5
Pop3_82 950.841378 3183.11859 4173.94701 2393.27746 2743.27476 975.960292 3590.7846 3594.81501 3547.36285 2650.56002 1337.2462 949.285159
Pop3_83 947.721283 3181.17119 4186.10268 2396.69426 2732.39202 972.053862 3572.90073 3579.84928 3555.87331 2653.13568 1333.74133 948.76301
Pop3_84 943.518894 3193.68362 4190.93972 2392.15717 2727.09026 971.521978 3583.08477 3576.56849 3538.75274 2645.21424 1332.28103 951.263633
Pop3_85 945.033801 3187.70891 4178.79258 2405.7394 2748.80199 981.581072 3581.48485 3583.02819 3532.06389 2641.91877 1339.23706 953.47291
Pop3_86 947.338085 3187.76186 4190.13679 2412.65854 2741.78075 979.750316 3568.97951 3569.85837 3540.2259 2640.75035 1337.94747 951.467727
Pop3_87 946.158608 3193.69846 4189.95971 2400.77677 2725.56739 975.390697 3574.28237 3573.93032 3549.18561 2647.75744 1329.90609 947.664275
Pop3_88 932.784763 3186.19703 4189.21671 2393.13668 2734.4943 974.937336 3589.16537 3582.01532 3539.97024 2654.19107 1329.74607 950.462312
Pop3_89 940.429284 3185.62203 4180.2901 2393.47183 2733.30915 969.028649 3573.93456 3585.77455 3544.08103 2653.64088 1331.70626 949.389018
Pop3_90 942.442606 3184.89954 4187.41255 2406.79895 2740.34885 976.388881 3574.80911 3574.58181 3552.37552 2646.55739 1333.15329 954.109528
Pop3_91 943.653311 3191.8355 4191.3519 2398.20073 2748.33718 982.09773 3574.93432 3574.83532 3542.24947 2644.74635 1332.30558 952.986385
Pop3_92 945.089654 3182.08172 4171.80101 2398.45719 2744.69168 980.212564 3581.6401 3579.12662 3552.01778 2650.89726 1342.43612 952.987837
Pop3_93 942.632541 3180.10921 4193.45469 2401.74223 2735.28481 970.936815 3589.69005 3587.80754 3554.67098 2651.09536 1330.98335 950.635032
Pop3_94 947.58255 3178.29647 4164.83853 2387.84496 2732.80597 976.839094 3586.48047 3582.86856 3565.97549 2660.47365 1337.68883 952.972097
Pop3_95 948.081927 3169.37892 4167.6411 2397.92305 2739.78173 972.905504 3590.03544 3581.87974 3554.0411 2649.38824 1331.6822 949.772302
Pop4_1 954.245613 3009.74669 3820.9122 2738.90299 2808.88326 1002.53055 3588.67418 3594.87738 3559.62736 2661.77267 1368.79219 972.78996
Pop4_2 954.05219 3021.50468 3835.61188 2745.30897 2793.68062 999.385589 3589.33726 3592.63835 3562.1613 2660.60579 1362.83099 972.465647
Pop4_3 965.819973 3008.29075 3830.13351 2765.42245 2798.9378 1001.40179 3591.19534 3594.52896 3568.89013 2663.59236 1364.42042 971.386534
Pop4_4 956.139437 3010.99582 3818.87545 2748.0491 2799.24212 996.651173 3591.22704 3592.84467 3560.44269 2667.07887 1362.13849 968.699811
Pop4_5 957.414771 3015.74067 3830.32046 2765.62062 2801.60819 1002.56866 3595.19869 3596.11241 3555.56499 2657.43625 1370.56708 978.173487
Pop4_6 953.735056 3024.08536 3834.5559 2762.76687 2800.83032 1002.55774 3582.90833 3582.3903 3560.1637 2662.66226 1363.28788 974.603225
Pop4_7 959.189629 3011.59174 3827.52684 2735.43933 2794.6928 1003.0601 3597.54074 3600.00675 3571.25607 2671.7741 1363.29818 972.835177
Pop4_8 963.517281 3004.3833 3818.88336 2748.67155 2797.27152 1003.15611 3597.20499 3600.73743 3573.23647 2669.27023 1354.89721 966.226285
Pop4_9 954.106316 3009.95556 3826.29597 2751.85674 2801.76461 1002.28 3585.35145 3592.81405 3558.95593 2664.3547 1365.22292 970.927061
Pop4_10 960.583225 3003.94317 3821.52152 2740.07443 2795.47773 996.031811 3607.61096 3610.86553 3572.08646 2662.16002 1362.5271 972.176118
Pop4_11 958.016644 3029.32239 3842.41534 2765.10847 2798.11765 993.597788 3586.65819 3591.45981 3557.99505 2668.83955 1364.8766 971.645758
Pop4_12 954.265475 3016.50271 3825.7339 2758.20773 2812.82076 1006.78423 3587.18508 3596.77832 3552.94618 2650.90096 1368.62819 980.280812
Pop4_13 957.561666 3016.3339 3837.47864 2748.82732 2794.6419 1002.19037 3596.99185 3596.69511 3556.47777 2660.19549 1364.41827 975.122667
Pop4_14 957.914204 3022.88585 3841.4757 2738.7191 2794.09846 1002.69938 3611.5049 3617.36048 3564.32624 2664.67335 1363.35126 969.836236
Pop4_15 957.741288 3026.84053 3847.19922 2747.25905 2808.97281 1006.77352 3580.72528 3581.5915 3547.1601 2648.1722 1368.58618 976.634393
Pop4_16 957.469263 3011.72898 3825.83795 2751.42445 2794.47686 1001.72303 3596.0755 3596.48176 3552.9454 2655.59141 1368.82922 973.878152
Pop4_17 964.24421 3007.55767 3823.81991 2755.8017 2806.69975 1001.21021 3586.62989 3590.24138 3568.09346 2668.30779 1364.37196 974.562983
Pop4_18 956.332731 3023.83564 3835.40523 2768.48942 2800.89407 1005.57027 3598.042 3594.31021 3541.64688 2649.30291 1366.0094 975.157559
Pop4_19 958.350135 3027.31393 3837.29011 2749.81278 2789.62872 1003.02206 3590.16831 3595.54246 3556.47314 2653.95289 1363.50015 972.131308
Pop4_20 958.704728 3013.54826 3821.362 2754.94612 2802.07932 999.561587 3603.72406 3602.24109 3552.5878 2653.97382 1365.16921 974.62106
Pop4_21 953.958314 3016.18917 3830.18603 2758.0601 2801.81857 1003.78345 3594.86386 3591.6719 3555.52164 2649.59712 1358.42151 975.071567
Pop4_22 957.954971 3019.74269 3824.06847 2761.12616 2793.3733 998.051451 3592.15649 3594.64151 3559.85049 2662.94136 1363.01969 972.507378
Pop4_23 955.85834 3004.29264 3825.26959 2757.54616 2802.90858 1009.8052 3587.85625 3593.66547 3560.91799 2661.08058 1361.64471 971.665804
Pop4_24 958.251192 3006.46366 3827.16565 2762.96478 2799.61071 1001.65606 3604.70854 3605.05098 3555.2687 2655.65532 1351.92179 972.046227
Pop4_25 964.515367 3027.99125 3827.47906 2775.94334 2800.31273 1002.55497 3581.94452 3581.57474 3550.17164 2649.14075 1367.45715 976.444658
Pop4_26 949.570218 3010.13581 3821.90892 2749.58637 2791.32346 1000.44803 3606.94302 3608.31469 3562.04958 2663.56565 1359.84094 971.263738
Pop4_27 965.180878 3023.23509 3842.81535 2744.19937 2795.99912 998.653344 3591.67123 3596.03881 3571.8013 2668.22118 1360.60648 973.133775
Pop4_28 954.916106 3021.47591 3834.78643 2746.77995 2796.92042 1002.91201 3593.38695 3596.16673 3563.51501 2659.46338 1366.162 972.494831
Pop4_29 958.395445 3029.87674 3831.23508 2752.3963 2797.06314 1000.73348 3584.93128 3582.13046 3565.9345 2663.32912 1368.22742 974.527118
Pop4_30 959.00797 3019.14594 3829.514 2745.14318 2786.78979 998.509454 3596.81925 3595.2017 3559.22552 2662.67137 1361.45866 974.332768
Pop4_31 956.145641 3038.978 3838.601 2751.32573 2798.35582 1006.79625 3580.89278 3579.01073 3561.60669 2660.44831 1371.9494 977.889805
Pop4_32 957.30177 3015.05433 3819.69725 2761.53868 2797.58853 1002.11473 3596.70621 3597.91948 3573.87847 2670.37333 1360.81964 973.105411
Pop4_33 955.330442 3019.2079 3820.89078 2768.5153 2796.89069 999.986545 3591.76683 3595.22581 3557.0929 2657.16467 1361.08141 967.412725
Pop4_34 959.094846 3012.22607 3820.53217 2758.20507 2791.39802 995.681179 3604.61709 3600.07192 3567.4318 2664.15856 1363.9929 970.974681
Pop4_35 971.997487 3019.74073 3838.17449 2771.27899 2805.26866 1004.24659 3583.81469 3589.58622 3543.47275 2647.13603 1364.49502 974.361926
Pop4_36 964.568746 3020.58558 3827.14874 2734.27516 2805.09701 995.310599 3594.31478 3598.70188 3565.56474 2667.97824 1365.74399 973.920058
Pop4_37 955.163294 3010.23443 3815.03807 2753.96347 2796.77076 999.070401 3589.6257 3593.40604 3592.77243 2672.58966 1357.402 970.336532
Pop4_38 960.993139 3011.17699 3828.0598 2746.55951 2793.72426 1003.06501 3596.54446 3599.04371 3576.72214 2670.97449 1370.12984 972.523247
Pop4_39 961.5069 3017.26462 3833.90369 2750.52179 2792.47269 996.19823 3593.48583 3599.85423 3565.70819 2656.00369 1372.61984 972.76476
Pop4_40 963.384938 3022.31143 3834.71807 2761.09795 2795.73106 1004.12394 3599.59944 3594.64779 3557.62149 2655.1068 1357.12046 975.770469
Pop4_41 970.274437 3013.25455 3821.84868 2753.7031 2792.58593 1006.97059 3600.31208 3595.64664 3570.77302 2665.50622 1361.19599 969.72423
Pop4_42 956.162726 3029.89471 3829.9591 2749.94088 2814.10678 1005.68669 3589.78813 3598.26092 3551.17068 2653.31709 1372.17093 976.404125
Pop4_43 962.363461 3011.28262 3834.5072 2761.79447 2803.8966 999.25643 3593.48341 3591.15356 3543.25448 2648.80353 1372.15299 977.402348
Pop4_44 956.713048 3024.89849 3842.27418 2757.37383 2791.02318 999.341757 3611.88998 3608.18651 3566.69939 2665.88098 1360.65654 972.044281
Pop4_45 959.93495 3028.51904 3839.94755 2759.88304 2805.57483 1003.86672 3592.40824 3591.88532 3560.64974 2658.91595 1366.93763 974.311349
Pop4_46 963.779469 3015.80644 3830.99527 2758.51325 2798.42378 1000.96741 3581.90362 3590.93928 3554.67195 2651.70469 1361.54482 970.592149
Pop4_47 958.355373 3015.75529 3826.84494 2774.92538 2818.01646 1001.03743 3590.72533 3589.31122 3541.66926 2647.32138 1364.54604 976.228144
Pop4_48 953.260673 3010.49364 3828.56659 2752.93912 2799.19381 999.137209 3593.1275 3588.18067 3566.45657 2662.70297 1361.44709 975.766
Pop4_49 962.878246 3003.97237 3824.72927 2751.86027 2813.92364 1001.77078 3596.37468 3597.61934 3558.19522 2660.75893 1365.0141 973.829823
Pop4_50 961.599797 3019.23522 3832.84642 2736.42239 2805.00574 1007.11595 3600.3947 3605.49802 3558.31101 2659.78295 1374.23246 978.05936
Pop4_51 953.933082 3012.47692 3826.31939 2743.71409 2802.22494 997.596624 3591.9626 3594.90343 3544.47192 2660.41797 1369.36374 976.781512
Pop4_52 958.276127 3029.41793 3847.80982 2752.51084 2804.09326 997.608913 3579.53937 3582.16049 3564.5075 2656.89181 1363.59761 972.472473
Pop4_53 964.591391 3017.11081 3833.97441 2771.36508 2800.39403 999.177574 3597.58156 3592.15699 3543.51375 2648.34997 1364.45145 971.541967
Pop4_54 960.67514 3016.78612 3828.21272 2770.16975 2794.00602 1003.51611 3598.02646 3598.98548 3542.81397 2650.51333 1366.86063 973.420341
Pop4_55 963.236342 3013.32295 3828.33867 2747.11981 2807.25507 1002.66702 3600.41928 3599.329 3561.91649 2660.19103 1368.08209 976.779147
Pop4_56 960.070603 3017.17207 3823.78584 2750.8189 2805.9461 1002.52912 3592.6043 3595.59155 3560.89123 2667.46363 1363.67535 975.81
Pop4_57 952.347175 3015.81733 3813.36928 2766.04061 2792.93298 995.751352 3594.74651 3597.28531 3561.74306 2655.22192 1364.7899 971.57509
Pop4_58 961.308479 3011.35274 3823.22122 2739.26836 2795.32271 998.881449 3600.63307 3604.22992 3565.92233 2665.27538 1361.38351 970.906669
Pop4_59 957.397084 3023.4022 3831.50166 2772.19013 2801.11226 999.278626 3598.13571 3598.56634 3543.22465 2641.09226 1361.67912 975.873017
Pop4_60 960.938392 3018.69947 3830.80926 2756.38105 2804.04631 1005.75772 3583.88361 3588.18522 3545.96374 2651.57935 1363.84535 974.901992
Pop6_31 940.05705 2929.86311 3714.61777 2388.73223 2997.62481 1013.08941 3710.23613 3718.91111 3580.41263 2685.72449 1404.85186 1010.73618
Pop6_32 941.258986 2951.89656 3735.60302 2397.85443 2996.89567 1013.54543 3677.34875 3682.33803 3581.65221 2679.79931 1407.41749 1007.35569
Pop6_33 935.405727 2945.5359 3726.59911 2380.71654 2990.00761 1015.96883 3694.44672 3687.11763 3593.28983 2689.69699 1405.27729 1011.26052
Pop6_34 932.100388 2938.90968 3730.65728 2388.21432 2983.31525 1007.67567 3712.85654 3706.51645 3585.15282 2683.33459 1394.42295 1008.6805
Pop6_35 937.401181 2941.25911 3715.47835 2388.96749 2973.17043 1001.3524 3695.48941 3692.25799 3611.18558 2701.03225 1396.56694 1002.74935
Pop6_36 933.833093 2937.16861 3727.51686 2397.52445 2999.40372 1014.39721 3687.15959 3688.21845 3592.79873 2681.53028 1400.89448 1012.39556
Pop6_37 938.574987 2945.65194 3743.6615 2387.46547 2988.25777 1010.18407 3684.84545 3692.46222 3590.7378 2690.54384 1403.73309 1003.89862
Pop6_38 934.458137 2942.19221 3739.93474 2394.99449 2996.63666 1006.86047 3691.91412 3689.16541 3581.80148 2676.10785 1400.88629 1012.68317
Pop6_39 935.680388 2946.61679 3735.58384 2381.45682 3001.12606 1005.33029 3686.56198 3680.04948 3595.19192 2689.08183 1398.1265 1008.00855
Pop6_40 936.069361 2934.14712 3725.29713 2397.57171 2994.44464 1015.96191 3684.83672 3674.16948 3583.75247 2678.05283 1406.59119 1008.26739
Pop6_41 938.841478 2946.26045 3730.94531 2390.47379 2988.91458 1010.12024 3700.00204 3698.02063 3594.20577 2684.22407 1412.30095 1010.92073
Pop6_42 934.092234 2937.82923 3729.17216 2396.61941 3009.02016 1021.44336 3677.32087 3673.9035 3571.88261 2673.43707 1408.73576 1017.95974
Pop6_43 939.443996 2939.20407 3733.57258 2391.66599 2997.43053 1010.16845 3692.12538 3692.19353 3585.79346 2678.02032 1406.43924 1020.15104
Pop6_44 934.121361 2935.61684 3728.41694 2387.1976 3003.20215 1015.29412 3687.07793 3690.56148 3590.84841 2684.46864 1407.37819 1020.20799
Pop6_45 939.391027 2931.83115 3729.40716 2378.55793 3005.53528 1007.96766 3705.1387 3700.12824 3595.94827 2687.40259 1406.29363 1012.03243
Pop6_46 933.952409 2943.20345 3736.37253 2398.01559 2999.58181 1013.72874 3678.94739 3684.2321 3580.33223 2680.60846 1398.75508 1009.65616
Pop6_47 928.247737 2937.21289 3721.88064 2393.53143 3002.54869 1006.83885 3684.93302 3684.37275 3587.13287 2679.78611 1397.8522 1011.04952
Pop6_48 932.289084 2939.51492 3715.43108 2386.95648 2978.37572 1017.8958 3703.0467 3700.59632 3607.9598 2697.89471 1400.52298 1005.30888
Pop6_49 940.617884 2933.16081 3728.264 2392.02156 2991.46312 1012.86676 3685.5744 3691.54268 3587.79674 2677.5606 1410.22722 1015.41339
Pop6_50 932.672977 2946.16975 3740.76986 2390.80853 3006.88557 1010.80831 3681.8958 3677.80501 3567.45185 2668.64697 1400.81067 1010.95401
Pop6_51 943.897074 2938.10495 3728.61484 2385.4381 2986.05565 1007.9545 3692.61908 3698.77744 3592.76832 2692.02481 1406.09713 1010.79232
Pop6_52 935.377251 2928.2361 3712.12299 2368.07091 3011.61906 1002.92119 3701.33084 3703.28246 3601.24926 2690.99336 1400.55977 1004.98669
Pop6_53 932.438631 2934.5956 3728.57812 2386.06835 3000.82079 1003.2187 3692.76008 3696.89642 3598.88629 2699.15289 1394.99287 1012.03431
Pop6_54 934.94868 2936.6994 3735.74226 2391.0282 3003.13796 1002.54446 3683.49974 3694.09818 3592.47108 2686.34616 1395.27864 1010.40043
Pop6_55 930.998124 2939.52272 3732.70596 2392.07413 2999.20439 1008.63512 3686.20792 3691.24717 3587.18834 2683.80358 1398.38919 1012.83693
Pop6_56 928.625702 2940.46841 3732.80841 2378.14118 2989.43217 1006.91963 3693.89751 3685.88116 3617.20239 2699.38375 1402.55222 1005.11571
Pop6_57 937.538329 2940.49119 3725.19948 2381.61375 2988.7205 1013.99018 3702.93918 3701.86347 3587.35624 2675.23292 1401.31957 1009.37496
Pop6_58 934.904279 2945.21631 3744.12058 2391.32542 2989.04873 1011.58971 3690.002 3685.88478 3587.16984 2677.80124 1405.5804 1010.75107
Pop6_59 933.178072 2938.4478 3730.19607 2389.60823 2993.88795 1009.04111 3698.58454 3694.50176 3584.65314 2682.29457 1401.56116 1015.30861
Pop6_60 936.040926 2941.90146 3723.06552 2376.47027 2992.0584 1008.30003 3697.67141 3696.78651 3600.33432 2690.31574 1406.45194 1006.03361
Pop6_61 939.494476 2934.755 3734.6503 2393.83907 3003.60671 1004.42452 3688.92507 3692.60514 3580.42247 2680.21811 1398.6305 1013.17624
Pop6_62 936.997712 2949.2976 3728.66255 2395.65658 3004.40562 1021.50377 3684.57335 3685.08893 3588.28332 2678.39494 1401.07863 1011.93329
Pop6_63 932.412215 2945.0896 3733.35777 2389.52967 2985.20198 1016.80457 3688.70999 3693.20148 3592.5625 2685.80057 1395.07939 1006.16026
Pop6_64 938.056582 2937.44551 3734.6715 2394.9498 3001.67751 1007.25914 3693.58369 3689.71466 3582.68836 2682.43838 1403.79709 1011.139
Pop6_65 940.199408 2942.05067 3741.86272 2386.13466 2993.13435 1012.58291 3691.78929 3688.46286 3581.75226 2676.43071 1399.36759 1011.17379
Pop6_66 939.513391 2932.95322 3727.49738 2388.92519 2994.8802 1004.64906 3687.66313 3696.04606 3587.75554 2686.97181 1397.62111 1007.12766
Pop6_67 940.461675 2935.92227 3712.35792 2386.42712 2992.56209 1014.93524 3690.99937 3698.91714 3600.06121 2687.51625 1405.18051 1013.04896
Pop6_68 942.886535 2938.61773 3738.39975 2398.96452 3000.90874 1015.89152 3681.84424 3675.10339 3569.97778 2674.12005 1413.5533 1016.64159
Pop6_69 930.68091 2935.9512 3716.32948 2389.21514 2989.37543 1007.20322 3693.48236 3698.77437 3594.27308 2679.93197 1395.04236 1009.56215
Pop6_70 930.685947 2942.49166 3730.0895 2378.7705 2994.49861 1010.95311 3690.15313 3688.49838 3588.30994 2682.96292 1401.39639 1015.34818
Pop6_71 938.73703 2943.08269 3745.05026 2410.17109 3009.50506 1019.65727 3672.19401 3666.94791 3563.81907 2663.12303 1412.32568 1018.99907
Pop6_72 936.769812 2940.63095 3730.55298 2385.59563 2975.11724 1008.01408 3693.69358 3698.67614 3600.98836 2694.88746 1399.97042 1006.75566
Pop6_73 943.057382 2932.52075 3725.63243 2392.10889 3003.02972 1009.01473 3694.16211 3689.18107 3581.89712 2679.56842 1404.12079 1014.8709
Pop6_74 934.133459 2933.21054 3707.44042 2381.26816 2988.1387 1006.08358 3710.59566 3706.14316 3587.57464 2684.25669 1397.92811 1005.64722
Pop6_75 931.175019 2931.88306 3718.67513 2390.41849 2991.42935 1001.82335 3694.70786 3685.86987 3596.89256 2689.18282 1406.23226 1013.193
Pop6_76 948.457854 2942.54789 3739.08369 2397.63346 2999.68757 1014.63647 3676.54017 3679.98947 3601.3235 2694.56708 1407.54562 1013.29225
Pop6_77 937.955055 2943.4194 3720.71859 2369.81811 2998.06422 1008.02658 3698.80246 3695.14326 3588.2701 2682.6106 1398.39393 1007.44542
Pop6_78 938.843082 2941.78928 3730.26562 2392.58317 2989.03425 1009.92511 3688.54402 3695.59283 3601.52497 2688.93999 1403.50844 1010.17649
Pop6_79 941.245571 2940.24909 3732.51968 2379.70771 2995.89706 1012.79052 3694.98451 3693.44601 3592.82595 2686.60672 1397.3496 1010.34746
Pop6_80 944.650504 2943.4475 3723.58191 2386.47299 2989.06399 1008.2461 3689.30675 3690.50042 3600.06894 2688.79426 1393.25247 1006.98353
Pop6_81 935.041925 2928.10648 3721.41116 2388.72124 3000.31761 1004.33374 3701.23982 3706.35038 3576.49319 2676.55172 1410.02743 1010.11888
Pop6_82 931.082269 2938.36091 3723.66348 2390.55639 2997.43634 1012.45206 3688.1271 3688.36514 3588.06412 2676.06855 1403.4011 1013.87067
Pop6_83 941.668311 2948.65942 3731.77175 2392.94271 3011.0594 1014.27458 3669.37203 3672.87315 3581.20939 2680.1104 1399.97434 1015.65615
Pop6_84 935.401728 2934.53425 3734.40877 2395.24023 3014.80969 1015.14999 3677.76185 3665.91019 3590.37041 2677.9969 1407.46969 1014.28181
Pop6_85 928.314842 2936.06733 3712.73121 2388.45898 2988.09612 1007.19178 3701.94986 3705.4499 3611.14105 2700.17167 1407.154 1015.4949
Pop6_86 937.734759 2935.93948 3742.14797 2394.00231 3005.71002 1011.82708 3669.58692 3672.38572 3583.96209 2675.1717 1403.7618 1012.40907
Pop6_87 942.755234 2948.30328 3741.86663 2402.75896 3012.81386 1009.86632 3674.32059 3681.17025 3571.28678 2672.30622 1402.63234 1012.5471
Pop6_88 939.629136 2948.0739 3736.62806 2397.01895 3009.45874 1012.18738 3686.37736 3682.76344 3583.17696 2675.9427 1404.84292 1012.62946
Pop6_89 937.815547 2945.83334 3734.18305 2391.73872 2992.71115 1005.36409 3684.78905 3690.28602 3593.54179 2684.41174 1398.8594 1011.95244
Pop6_90 935.261972 2943.27959 3729.53089 2391.35797 2989.14764 1006.10275 3691.96899 3687.4332 3587.89608 2685.08322 1396.5794 1010.71077
Pop6_91 940.918144 2933.72104 3735.17894 2386.1647 2993.08934 1007.33942 3686.31214 3685.9471 3600.11264 2689.69339 1400.41307 1011.87125
Pop6_92 928.504938 2935.40868 3728.99832 2394.65004 2990.94453 1005.21601 3698.15644 3700.51679 3594.64898 2682.64956 1401.3797 1009.73983
Pop6_93 936.280863 2937.66892 3725.2876 2393.87398 2998.74858 1008.76723 3689.42254 3694.46421 3571.98039 2668.31752 1407.18252 1017.16696
Pop6_94 942.142716 2936.90702 3725.43392 2392.34299 3004.22178 1011.88923 3692.411 3695.44913 3587.73647 2683.10917 1399.27747 1008.1157
Pop6_95 937.91607 2932.69037 3722.9874 2380.02634 2992.94972 1017.87858 3688.53597 3688.10079 3597.34485 2693.35673 1403.31149 1014.723
Pop6_96 943.341855 2953.52143 3736.39736 2396.03934 3011.06476 1015.63059 3667.359 3671.2168 3573.75127 2670.79885 1404.22126 1015.8234
Pop6_97 939.92191 2937.78008 3750.54267 2392.54983 3007.30311 1015.44307 3681.45942 3674.06539 3565.45897 2669.27245 1400.96791 1010.7175
Pop6_98 933.708698 2947.29621 3731.14783 2381.55886 2997.60483 1016.96598 3675.21277 3675.97636 3569.51446 2664.58784 1402.34585 1013.50052
Pop6_99 933.248839 2926.4525 3714.62935 2387.10012 2994.65649 1009.77796 3686.56 3690.78577 3596.83688 2686.05299 1398.75634 1013.94791
Pop6_100 934.744858 2947.17335 3740.69728 2385.64464 3007.29244 1008.30311 3695.96673 3692.9164 3576.22707 2672.67857 1400.47891 1012.98578
Pop7_76 952.723847 3021.00947 3835.10168 2466.30585 2897.56294 1158.38327 3581.4662 3581.06077 3537.81907 2649.99382 1423.30182 1030.50322
Pop7_77 950.237503 3019.31138 3825.73019 2461.19248 2914.43396 1149.86986 3586.85408 3576.53254 3536.51635 2644.27722 1431.16761 1034.8085
Pop7_78 952.204519 3027.54862 3827.31283 2470.79896 2911.37735 1150.08062 3576.80788 3574.83131 3520.14867 2635.07409 1421.6283 1033.5197
Pop7_79 949.722023 3008.65899 3831.61526 2453.0047 2906.66503 1150.80941 3580.59688 3578.9654 3540.20915 2642.29744 1426.20019 1030.48068
Pop7_80 951.9856 3020.61524 3838.60552 2467.08718 2901.89271 1149.20302 3578.25457 3581.18415 3530.88689 2645.56028 1422.80429 1030.12233
Pop7_81 953.001437 3007.79434 3837.1929 2474.18811 2917.47964 1156.78661 3587.57815 3579.57039 3515.13646 2631.25185 1423.93143 1034.74343
Pop7_82 960.552295 3032.75623 3846.5754 2480.63046 2918.29104 1150.31238 3564.22239 3569.7891 3536.14138 2641.86222 1414.49836 1024.70637
Pop7_83 951.585403 3018.04391 3834.77817 2470.41302 2916.95044 1147.94858 3573.24365 3580.01404 3524.48608 2637.83643 1419.69682 1027.62761
Pop7_84 952.21474 3008.82965 3816.44697 2456.88821 2918.22373 1143.41897 3587.76077 3574.93887 3530.5936 2643.53068 1417.19948 1023.48175
Pop7_85 955.86539 3017.96795 3829.51771 2460.96676 2903.65319 1143.61678 3573.7979 3574.0983 3549.49063 2644.2237 1422.10152 1028.49276
Pop7_86 950.268375 3019.8829 3829.63123 2448.03054 2914.34349 1145.32088 3583.51724 3579.82591 3545.83263 2657.28235 1423.56081 1037.51308
Pop7_87 953.519275 3024.23931 3828.32046 2456.95692 2921.40098 1143.33112 3580.68107 3581.35754 3534.16751 2644.56724 1426.61136 1032.3431
Pop7_88 955.249365 3008.29681 3813.77611 2462.52389 2921.88974 1166.80899 3590.28043 3578.28236 3528.74258 2649.9575 1425.32199 1027.15412
Pop7_89 952.570707 3026.45686 3832.50048 2466.81233 2914.24912 1151.64112 3573.98054 3566.92749 3515.68472 2630.57597 1430.24451 1038.10364
Pop7_90 951.87107 3012.56489 3831.64173 2462.48993 2909.36964 1147.32131 3591.66165 3589.49327 3531.16615 2647.14918 1430.30797 1032.48849
Pop7_91 950.72931 3032.1136 3840.59522 2461.78259 2937.15952 1152.78321 3568.53099 3568.16946 3518.28861 2632.1168 1436.91887 1031.21774
Pop7_92 951.724135 3024.16683 3826.61082 2461.09823 2914.08203 1155.52452 3582.36535 3585.4034 3523.39036 2638.77751 1422.76754 1029.24534
Pop7_93 951.783243 3001.7483 3805.10955 2454.45106 2916.69932 1152.88312 3578.63682 3583.37841 3552.93342 2652.36738 1411.43201 1023.38933
Pop7_94 951.955433 3016.14818 3830.63284 2457.36599 2916.1502 1155.94774 3587.41081 3587.09095 3540.44836 2647.01102 1428.9331 1035.88708
Pop7_95 953.291146 3021.62057 3819.72828 2478.95503 2912.38336 1157.88098 3572.57767 3577.23722 3520.16076 2627.66373 1426.88097 1033.62447
Pop7_96 954.966264 3019.73536 3815.23637 2470.89065 2913.75193 1155.92366 3573.67695 3573.52613 3531.66391 2646.64354 1425.47351 1031.94314
Pop7_97 949.07546 3015.63596 3825.00237 2466.91701 2919.27027 1162.26041 3578.19035 3575.48682 3533.22351 2639.34202 1422.83 1026.57452
Pop7_98 952.043424 3026.85916 3827.27796 2464.55469 2910.87266 1146.90336 3572.61353 3577.8656 3537.45789 2636.76077 1423.78832 1026.07865
Pop7_99 952.261685 3008.88343 3821.46731 2467.68317 2907.38844 1161.38867 3588.05026 3583.91204 3525.66352 2644.76824 1426.63452 1035.03389
Pop7_100 954.835844 3016.78849 3835.92326 2473.33086 2906.8889 1136.68115 3578.69495 3580.59089 3522.92113 2637.90512 1428.50649 1032.1337
Pop8_1 878.582313 2662.2184 3382.45315 2123.83892 2552.94204 859.033594 4361.31686 4305.54809 3854.87435 2877.36129 1246.93077 882.305749
Pop8_2 882.508773 2665.81382 3376.65859 2120.97166 2555.44228 859.962746 4369.56241 4314.58898 3837.7859 2872.59677 1243.69982 882.103015
Pop8_3 876.821427 2664.79526 3389.47868 2125.14297 2556.88212 863.391006 4364.73978 4303.81577 3838.16285 2876.36601 1252.70019 881.578195
Pop8_4 879.868169 2655.76961 3368.98519 2122.76488 2560.7687 860.245025 4364.01292 4295.54234 3841.89762 2875.30113 1251.85562 880.540636
Pop8_5 875.769247 2655.76542 3383.36173 2130.05183 2565.57475 863.816409 4388.03729 4333.96756 3816.71067 2858.19167 1261.37067 883.641097
Pop8_6 879.811265 2665.03042 3385.72472 2121.25106 2557.05476 858.546185 4368.76667 4309.89976 3828.72928 2858.54181 1251.82781 880.08331
Pop8_7 881.862144 2671.08815 3398.15796 2121.69038 2559.9497 860.523565 4373.90901 4309.21577 3828.80565 2869.15078 1251.24577 886.709806
Pop8_8 881.801868 2674.05995 3392.70621 2134.65031 2559.09534 862.770947 4365.78469 4314.59574 3820.05919 2866.25668 1248.74912 883.073025
Pop8_9 878.311801 2667.57494 3392.73313 2128.02553 2567.91219 864.040804 4370.83372 4289.16545 3832.81317 2862.52831 1251.79582 886.35074
Pop8_10 886.606746 2668.45014 3388.14125 2133.98907 2561.60438 864.979676 4364.65845 4311.43758 3826.61285 2863.73185 1258.38155 884.278578
Pop8_11 873.961077 2659.60606 3370.86304 2118.99937 2564.2931 860.853251 4378.27628 4313.76753 3825.88604 2874.81948 1248.91848 882.474565
