#Cfactor 0.029518831
Recipient Pop1 Pop2 Pop3 Pop4 Pop5 Pop6 Pop7 Pop8 Pop9 Pop11 Pop12 Pop13
Pop2_32 930.042399 3279.25722 3990.96451 2369.67479 944.326931 3886.11379 965.096212 3542.33975 3541.48969 3504.89867 2625.37053 545.609742
Pop2_33 947.571814 3280.51465 3995.45141 2363.57037 942.190339 3868.05503 960.641895 3540.23824 3539.56583 3505.48702 2620.65889 548.080738
Pop2_34 933.42185 3266.53069 4002.16142 2373.60949 939.420936 3867.75686 962.655451 3548.67228 3545.52311 3503.47365 2626.11025 545.220738
Pop2_35 936.346211 3271.01483 4000.93364 2361.1698 941.380284 3877.39754 960.397695 3535.34522 3530.65802 3494.05131 2612.56186 542.951984
Pop2_36 932.330682 3284.11663 4004.66706 2360.98246 939.914779 3868.68754 958.107647 3533.025 3530.3972 3495.29262 2610.95725 545.538373
Pop2_37 940.951051 3276.43891 3998.44024 2363.35552 942.449964 3879.40984 962.394597 3531.80682 3534.24446 3497.06213 2619.42421 544.806287
Pop2_38 937.080585 3268.80446 3988.50486 2356.61653 947.015628 3871.72971 962.611051 3540.97675 3538.71373 3506.60709 2627.27208 544.580308
Pop2_39 937.453918 3276.45651 3998.71256 2377.73907 942.035834 3865.51173 961.886205 3529.72843 3533.62896 3492.72212 2607.68009 547.132003
Pop2_40 935.493492 3260.75952 3993.47267 2366.32199 944.365993 3875.30148 961.880231 3536.19875 3539.65085 3499.24391 2614.11792 544.268232
Pop2_41 937.918783 3276.28717 3997.40971 2365.18108 941.991263 3867.76353 962.192671 3532.51456 3535.22098 3505.74099 2625.14076 542.433375
Pop2_42 931.149021 3291.94465 4008.99425 2378.52299 942.736973 3873.34389 959.753877 3528.05009 3527.11093 3493.56513 2604.92596 542.331821
Pop2_43 932.900742 3258.45036 3995.08351 2366.74794 940.848002 3867.06026 963.316578 3545.36141 3545.32074 3511.83984 2627.48528 546.355028
Pop2_44 941.054891 3269.76745 3991.5056 2371.26178 944.094992 3878.07578 965.653168 3540.28384 3544.00718 3497.95626 2611.76188 544.195982
Pop2_45 935.650913 3280.0732 4001.53139 2369.77339 939.119935 3875.78606 961.052257 3534.6297 3535.07249 3497.79869 2620.2784 546.184845
Pop2_46 938.700745 3292.28368 4012.18919 2365.60356 941.798455 3873.87502 965.635608 3538.73415 3539.44039 3505.54761 2621.53476 543.472386
Pop2_47 935.363568 3286.45929 4002.02698 2376.29616 942.301476 3867.04232 961.823798 3538.88501 3532.8601 3481.88959 2606.8248 545.186973
Pop2_48 930.90131 3276.2338 3997.03503 2371.2067 944.829645 3869.02248 960.866608 3530.1522 3525.31702 3493.89086 2614.15689 543.472299
Pop2_49 938.557465 3272.94575 3994.96411 2369.24885 948.274809 3878.23057 963.463818 3541.05445 3547.78109 3499.8619 2620.54267 548.7912
Pop2_50 935.205602 3270.9438 4014.63424 2369.97191 943.056205 3877.5135 966.847454 3533.47383 3535.47854 3509.07236 2617.5329 544.796863
Pop2_51 939.288216 3273.97231 3995.75659 2359.95981 942.573606 3886.06941 970.258995 3539.56455 3540.9027 3499.8924 2623.3437 545.154365
Pop2_52 941.875442 3264.3887 4011.92811 2370.21389 938.904399 3873.13363 955.879333 3530.39985 3521.3753 3505.83793 2626.29743 546.280363
Pop2_53 932.809506 3273.0576 3998.67244 2369.45671 943.25505 3868.72375 963.785893 3534.40913 3535.15643 3507.80491 2625.55017 548.364237
Pop2_54 941.50421 3264.74063 4007.61671 2372.20934 946.55829 3874.11152 962.227963 3542.03763 3539.00658 3498.83279 2612.18197 543.737831
Pop2_55 935.85423 3286.49505 3999.39453 2374.1748 939.204561 3875.41292 964.626195 3521.60061 3518.92779 3509.84663 2620.25729 549.923298
Pop2_56 938.350109 3269.70882 4004.88537 2370.79139 940.380304 3863.24388 964.690596 3541.91788 3546.44134 3497.9744 2619.15746 543.975169
Pop2_57 937.376775 3270.05079 4003.16281 2381.04633 945.282637 3890.93902 965.150654 3532.42981 3537.45392 3506.92967 2620.64643 548.760979
Pop2_58 933.827295 3272.02027 3987.59683 2377.78769 946.152643 3881.58528 970.619868 3538.04592 3539.71875 3483.49198 2604.16126 547.132376
Pop2_59 939.228041 3261.5184 3984.94027 2372.33491 940.152186 3876.17944 960.542383 3557.4481 3556.25645 3507.45127 2622.26278 543.339138
Pop2_60 930.73805 3280.45104 3987.60528 2365.38129 944.731649 3871.23218 965.347409 3527.26278 3528.33169 3502.14958 2621.85636 545.118146
Pop2_61 933.705279 3278.02878 3996.30992 2359.5479 943.295061 3879.95262 965.643282 3530.43723 3525.52968 3505.27178 2618.01313 544.311561
Pop2_62 937.650908 3267.44186 4006.46504 2372.37713 941.164651 3880.17978 961.554331 3536.27741 3531.90218 3501.06572 2615.55379 548.70238
Pop2_63 939.863847 3269.99422 3986.42753 2365.84709 943.065673 3882.21247 967.301346 3532.64921 3538.02609 3497.18142 2622.52479 548.497673
Pop2_64 938.928225 3284.99463 4001.13365 2370.95411 944.075535 3876.83484 967.088744 3530.69811 3527.52916 3493.65291 2614.88682 547.640764
Pop2_65 939.485832 3287.62704 4009.67098 2371.77032 942.106841 3879.11794 960.639988 3528.66113 3530.3435 3501.89694 2623.3708 545.348406
Pop2_66 937.894022 3271.91278 3991.38367 2378.28668 939.539826 3866.14975 960.866965 3536.06619 3534.11515 3490.86814 2613.64911 543.659398
Pop2_67 938.425293 3272.03994 3998.76197 2362.78346 943.061894 3876.69318 962.730918 3534.77538 3531.86031 3514.39764 2625.47271 544.220785
Pop2_68 937.456858 3268.75058 4000.79232 2362.82979 942.242491 3871.84238 967.565997 3525.55639 3528.58386 3502.64637 2629.89652 549.033326
Pop2_69 935.81553 3275.02028 3992.55676 2369.36846 942.590183 3865.1731 961.836366 3542.41816 3546.09988 3502.16366 2617.10803 544.092185
Pop2_70 937.965044 3279.30183 4007.82626 2370.26813 940.6586 3872.93137 965.189648 3529.07289 3526.75119 3495.94331 2611.70522 546.150675
Pop2_71 936.650955 3271.10055 3986.16864 2371.13723 941.586095 3869.94179 964.007468 3537.73729 3540.75012 3501.73941 2619.20566 544.707954
Pop2_72 935.661402 3277.20938 3999.09722 2373.27683 944.292607 3882.23853 964.483315 3539.53936 3536.90072 3491.64389 2611.71755 546.813051
Pop2_73 933.85709 3272.49189 4000.98501 2377.97947 948.78049 3887.30469 967.941828 3524.32481 3526.86325 3507.35473 2624.34811 544.075128
Pop2_74 931.580844 3270.14403 3999.51232 2375.29812 941.185715 3862.98895 961.585885 3550.89221 3554.0124 3514.42293 2627.52886 544.573144
Pop2_75 934.570234 3270.49003 3999.28571 2368.70923 941.200362 3872.61962 963.644856 3539.31655 3538.57825 3504.99906 2613.55127 548.705849
Pop3_1 939.758457 3149.41783 4149.88828 2366.08553 937.944898 3861.61265 961.690621 3541.51398 3535.63892 3506.7211 2623.34812 545.420334
Pop3_2 938.139628 3145.98457 4133.28045 2370.59951 944.900276 3871.65161 965.715141 3532.50645 3531.87701 3494.42753 2605.07774 543.913947
Pop3_3 941.532418 3151.81434 4147.91429 2376.98758 942.339428 3884.07271 963.240855 3523.34667 3527.27187 3487.28238 2610.02355 547.025203
Pop3_4 927.871278 3140.73435 4126.10418 2363.43462 942.30872 3880.63202 966.736872 3528.58601 3529.11262 3504.26614 2621.16737 549.024889
Pop3_5 942.183304 3132.42279 4130.46707 2359.15329 943.39898 3860.12755 956.5719 3549.19091 3556.62644 3513.22528 2624.43378 544.5789
Pop3_6 935.206094 3147.02535 4123.64717 2372.5091 942.100072 3873.78968 960.248744 3545.86131 3539.10658 3505.58731 2619.20276 544.971709
Pop3_7 937.792191 3142.94844 4123.98563 2355.42131 940.650964 3876.81941 963.695755 3535.96793 3536.74008 3521.21972 2626.8756 545.911264
Pop3_8 934.090632 3141.0573 4145.69589 2364.72984 935.191758 3864.46625 958.852031 3537.0314 3540.84159 3510.48362 2618.47325 540.493729
Pop3_9 942.382635 3155.97726 4149.5973 2366.6316 939.619223 3865.46526 965.422748 3520.46551 3524.08532 3506.67767 2623.50247 542.436551
Pop3_10 934.629934 3156.96492 4146.24894 2386.79832 938.464136 3864.98857 963.774469 3528.68696 3530.081 3502.61683 2619.60362 544.582221
Pop3_11 932.351678 3147.77736 4127.79152 2369.85239 940.819024 3862.33122 963.604136 3538.72691 3538.01231 3509.49499 2622.347 551.002628
Pop3_12 940.134771 3129.31124 4111.58746 2360.09323 943.130079 3864.9665 961.061097 3551.36956 3546.3766 3516.21709 2625.46928 545.610827
Pop3_13 931.070165 3152.71594 4145.76667 2365.9857 940.545599 3871.55215 961.092847 3526.63815 3518.88502 3505.21138 2617.72482 546.738968
Pop3_14 937.469939 3145.73891 4144.92253 2362.63235 940.462807 3876.28966 959.132316 3542.38241 3540.25918 3483.71565 2612.0353 547.757767
Pop3_15 935.18301 3152.22674 4135.57202 2366.01026 939.108829 3868.60763 964.314265 3527.18289 3527.49703 3505.83858 2613.79883 546.290339
Pop3_16 941.964306 3134.96854 4117.51326 2368.47393 939.513153 3864.68867 961.444268 3548.75603 3546.10899 3510.9335 2626.81866 544.414569
Pop3_17 931.964733 3151.594 4139.6019 2355.63503 939.150969 3872.55203 960.030433 3537.13505 3532.1076 3494.9528 2609.09888 542.306543
Pop3_18 933.525787 3141.71552 4162.19898 2364.32754 942.69337 3872.44977 964.362202 3538.84293 3535.06671 3492.28128 2616.47236 549.568
Pop3_19 940.767189 3144.62011 4138.86777 2380.55103 941.588048 3872.95967 961.559696 3540.43319 3534.61284 3506.20731 2619.00296 543.515219
Pop3_20 933.30783 3154.89848 4129.2595 2380.19189 940.588539 3864.77853 959.60585 3525.83195 3534.45152 3488.8433 2607.12871 548.668126
Pop3_21 935.336013 3140.17221 4137.7682 2368.61588 940.825698 3875.39167 965.345685 3535.11018 3537.81437 3500.17069 2613.54203 543.531447
Pop3_22 937.469179 3152.66304 4129.47157 2366.20681 942.613112 3865.72859 964.830428 3538.51362 3535.85415 3502.06767 2615.3517 545.963744
Pop3_23 938.984305 3150.53932 4134.42009 2377.36942 943.286649 3869.87166 961.853183 3535.53962 3530.45981 3497.0932 2617.69294 546.316531
Pop3_24 934.248054 3133.60893 4123.94873 2360.07547 941.625293 3867.31616 957.794413 3543.27974 3546.92861 3491.35581 2612.45781 540.763672
Pop3_25 929.738028 3142.45877 4146.14041 2369.3547 943.859947 3866.07323 960.779085 3531.94961 3537.77215 3508.721 2620.63671 543.73937
Pop3_26 933.508406 3141.47966 4132.83031 2362.50458 940.328369 3880.83876 961.712475 3538.37605 3541.53423 3495.01094 2606.89159 542.925156
Pop3_27 935.589316 3153.75144 4119.5432 2371.37846 938.418691 3876.65358 967.814785 3540.74115 3541.74862 3501.61774 2619.57823 545.619175
Pop3_28 935.114079 3155.89893 4143.57895 2366.31193 940.058819 3872.22818 958.441748 3537.45894 3535.66039 3497.5862 2612.11839 545.3724
Pop3_29 936.019426 3147.37444 4140.54411 2366.76812 943.946929 3868.44138 955.569337 3543.57381 3549.06149 3494.87118 2624.10942 542.006077
Pop3_30 930.132342 3150.935 4136.4979 2365.01472 942.127043 3869.43778 961.301253 3543.98674 3536.08377 3504.82354 2615.23093 544.359701
Pop3_31 937.265595 3137.93195 4119.40123 2365.69227 939.346757 3857.00169 958.655072 3542.11455 3536.23058 3518.73324 2628.09226 543.432713
Pop3_32 932.261776 3154.85901 4133.5068 2371.68428 942.371307 3865.4593 962.960482 3534.17799 3536.74488 3492.53539 2612.1198 548.243721
Pop3_33 938.427108 3146.64533 4133.53965 2366.45874 944.005326 3878.06633 960.762012 3532.12772 3535.79419 3499.62519 2609.07739 545.547326
Pop3_34 928.23017 3146.81165 4120.52245 2375.29315 942.257702 3873.2088 956.484286 3545.55139 3541.13123 3498.36381 2616.57128 547.049129
Pop3_35 934.709543 3141.45143 4122.80874 2369.54346 943.170371 3873.15662 963.578041 3528.89889 3528.85981 3513.09192 2623.29373 543.775197
Pop3_36 933.620001 3148.49385 4137.35167 2378.54334 939.906287 3866.17929 957.98806 3538.97522 3536.08288 3499.1459 2613.2363 547.187076
Pop3_37 941.675848 3143.06657 4122.01788 2367.80317 940.865147 3873.2365 961.623258 3532.28669 3538.55907 3507.21716 2622.17186 548.606064
Pop3_38 938.109798 3152.97223 4145.15944 2367.10716 937.306844 3848.46321 958.762783 3532.41957 3530.2334 3520.30358 2618.46933 542.231797
Pop3_39 928.814076 3129.2255 4136.31358 2366.72967 938.454736 3870.98967 960.473632 3540.56701 3545.3114 3526.64031 2635.48553 544.268192
Pop3_40 933.296238 3137.29462 4136.61608 2375.68211 940.684693 3871.30418 961.560991 3532.57168 3531.56992 3498.27095 2608.3037 545.281411
Pop3_41 927.684314 3144.34875 4139.88708 2358.42627 943.069541 3875.42901 963.414551 3536.69736 3534.91134 3497.00477 2618.9971 545.233832
Pop3_42 937.015019 3133.48185 4133.97585 2366.09967 939.248982 3866.70225 961.683495 3534.64775 3538.14061 3500.4203 2615.96044 546.211265
Pop3_43 936.950776 3169.11839 4153.92761 2375.6148 941.819168 3873.66631 962.992982 3529.16667 3533.8007 3498.76861 2605.72547 547.836334
Pop3_44 934.905892 3145.64535 4141.30269 2367.83487 940.497388 3869.92701 965.893076 3529.1342 3526.33828 3512.99167 2619.80474 545.697841
Pop3_45 937.933926 3148.0239 4137.96593 2372.47486 942.829066 3877.96206 965.607565 3535.82613 3531.9265 3487.707 2614.47476 548.837302
Pop3_46 932.065122 3137.52095 4131.30523 2361.72224 937.768604 3856.00984 958.08447 3545.54038 3543.11041 3504.75669 2628.27194 540.405965
Pop3_47 939.264342 3134.41929 4124.53348 2367.528 939.749334 3856.91699 962.044963 3542.97314 3541.19868 3511.49979 2619.22885 545.466261
Pop3_48 943.241225 3144.08106 4144.78611 2359.16846 944.916372 3869.75416 962.366539 3532.45732 3533.00158 3509.39279 2623.34397 545.241608
Pop3_49 937.562712 3150.24419 4152.28419 2361.3462 942.208031 3866.62867 961.87153 3530.43368 3533.57511 3495.4283 2612.58115 539.638834
Pop3_50 927.027841 3150.60856 4141.92223 2364.89014 939.88608 3858.61111 960.612449 3545.03441 3548.69765 3507.78157 2627.35203 544.215072
Pop3_51 929.532501 3140.70421 4161.9887 2370.02788 941.537665 3854.75688 962.084342 3535.752 3533.6957 3493.77234 2615.54722 546.364066
Pop3_52 929.025105 3143.0361 4134.16325 2358.54863 941.628269 3873.42922 956.650893 3540.15857 3548.47005 3508.80532 2620.79764 549.071589
Pop3_53 928.102836 3140.89989 4129.78631 2367.97689 942.299645 3866.91182 964.239918 3535.49644 3539.81444 3510.0912 2627.28447 546.134757
Pop3_54 935.311041 3145.52449 4127.64795 2363.57172 941.310379 3862.49684 963.147182 3539.0266 3534.36274 3521.1652 2630.26098 541.920087
Pop3_55 939.949697 3159.37631 4131.14868 2371.74787 940.973518 3862.60416 959.891916 3540.04637 3536.55721 3498.8741 2613.47144 541.950136
Pop3_56 929.472029 3154.2664 4143.90768 2357.98429 943.805131 3866.90277 961.882242 3542.91934 3542.02437 3504.90795 2615.05281 541.894743
Pop3_57 939.890562 3147.76182 4134.81333 2360.69308 938.951873 3874.24525 962.423042 3543.67405 3541.43676 3481.83927 2607.15992 545.870735
Pop3_58 937.472407 3153.24737 4135.09021 2375.76522 942.241909 3882.01946 960.96312 3531.17999 3525.9196 3511.37738 2623.08392 548.947193
Pop3_59 934.282119 3145.24265 4135.62582 2366.29493 940.281234 3876.98756 965.398378 3546.58446 3542.20703 3492.71351 2613.67152 544.545177
Pop3_60 938.317299 3167.84286 4148.32941 2374.81606 942.534994 3866.94333 959.590112 3526.41304 3529.76885 3498.99197 2614.27693 544.270355
Pop3_61 938.471114 3150.73238 4117.16749 2368.15324 940.58444 3872.97696 960.186787 3544.68235 3536.78809 3509.33198 2622.61438 543.664609
Pop3_62 935.782955 3139.67515 4125.70044 2355.29412 938.825801 3856.92104 957.159808 3547.6284 3547.03227 3505.30334 2623.50089 544.823963
Pop3_63 933.771339 3148.58268 4130.62908 2367.58927 939.522903 3871.10048 958.930206 3535.63638 3534.22287 3507.78593 2615.94391 543.955202
Pop3_64 928.207449 3144.2188 4131.50815 2376.6594 942.145541 3871.2537 964.660773 3515.40485 3521.60864 3509.41909 2618.88125 549.137356
Pop3_65 938.523954 3151.61476 4129.22871 2357.80965 943.005839 3869.38379 969.209724 3542.25179 3534.50793 3519.26568 2626.60516 544.190556
Pop3_66 933.507571 3145.20644 4138.78688 2355.9426 938.821284 3868.03142 959.717112 3530.69626 3527.78967 3514.32805 2619.56448 545.516058
Pop3_67 934.201406 3149.07088 4129.74395 2371.28109 941.791738 3879.25348 964.355863 3547.23472 3543.4027 3489.01123 2610.61997 543.637006
Pop3_68 933.921556 3153.94106 4143.07641 2369.00896 946.148447 3865.70502 961.159656 3530.06505 3532.54043 3492.68667 2611.97197 547.717984
Pop3_69 946.916647 3154.40763 4133.48605 2365.91154 937.823738 3862.26418 963.692629 3548.42463 3548.38274 3494.13982 2611.02877 544.413435
Pop3_70 935.841529 3145.32076 4131.24174 2367.02145 942.616152 3871.35407 964.656554 3535.27437 3529.81423 3509.30339 2619.21454 547.142348
Pop3_71 937.291988 3151.41866 4144.46023 2355.85695 940.48035 3872.88041 964.14582 3530.9226 3528.22501 3491.10184 2609.75013 543.017648
Pop3_72 931.526889 3135.61073 4112.84729 2359.71109 936.36027 3865.85367 959.109544 3550.56054 3541.60158 3519.67385 2627.62967 542.619602
Pop3_73 929.604112 3128.54069 4123.1821 2374.24162 934.293198 3860.46193 953.235159 3551.8217 3553.38612 3523.19459 2632.0217 541.490755
Pop3_74 944.979249 3144.40985 4138.45029 2361.85317 944.53206 3878.9597 967.186106 3535.01057 3529.82358 3486.91758 2612.04383 547.702499
Pop3_75 937.060308 3143.75693 4126.38833 2360.60637 941.95622 3877.59711 965.931176 3543.94535 3537.24853 3507.34548 2620.44351 546.555509
Pop3_76 931.342859 3149.7852 4149.77748 2366.95731 944.036317 3871.45126 959.010268 3539.75895 3541.56088 3499.57234 2613.45485 541.879106
Pop3_77 936.682406 3141.16012 4125.31967 2357.9908 937.024262 3866.75303 954.550211 3548.52574 3546.86539 3501.45827 2619.66635 547.330039
Pop3_78 936.068969 3157.16066 4125.83857 2370.45906 942.948041 3876.67983 964.248269 3527.46469 3527.02933 3507.26058 2619.14722 548.871493
Pop3_79 931.894383 3157.02287 4170.54342 2369.80064 937.690053 3863.5571 961.005936 3518.85141 3530.48934 3495.25802 2611.90126 542.334749
Pop3_80 937.822367 3143.75983 4137.12122 2376.64338 943.982261 3869.77829 967.292298 3542.78862 3537.34285 3500.0155 2611.45144 545.961686
Pop3_81 936.219528 3152.98742 4141.76159 2366.03941 940.237621 3870.43522 965.820445 3529.04726 3522.4954 3501.27317 2613.59391 547.259987
Pop3_82 938.052939 3148.06605 4120.61008 2364.11263 946.309923 3874.93251 963.227955 3541.41516 3544.28026 3506.14788 2620.3978 546.322261
Pop3_83 932.619779 3141.53396 4130.84343 2360.67002 938.863661 3864.10046 960.928714 3528.85262 3537.05559 3506.79302 2615.27635 545.581473
