#Cfactor 0.0292987876
Recipient Pop1 Pop2 Pop3 Pop4 Pop5 Pop6 Pop7 Pop8 Pop9 Pop11 Pop12 Pop13
Pop3_2 931.078169 3133.75888 4132.2359 2359.67225 946.371037 3882.44618 962.81737 3522.03917 3514.27665 3488.90289 2612.77603 553.95106
Pop3_3 934.00454 3141.9085 4127.80879 2363.53821 943.598914 3871.64605 966.603892 3518.12191 3513.08361 3486.77195 2606.87287 549.942605
Pop3_4 925.142295 3140.40644 4139.64155 2367.01808 946.112987 3888.82852 964.107122 3515.73318 3518.84937 3478.24095 2599.93797 553.743816
Pop3_5 932.04607 3157.63643 4132.80441 2370.53573 944.003621 3887.62543 962.068153 3509.70782 3506.67993 3482.3704 2599.23633 553.519439
Pop3_6 927.143945 3126.48992 4133.44233 2355.83115 939.084338 3868.1405 957.432717 3514.07128 3502.67383 3485.29281 2604.7266 551.237632
Pop3_7 926.203233 3153.37809 4137.98457 2362.67083 944.714322 3877.31185 963.036802 3508.18231 3510.19271 3503.09436 2619.85637 549.962414
Pop3_8 931.498575 3150.91317 4149.44409 2361.60356 945.311066 3869.03599 964.933741 3505.90439 3509.92655 3484.01123 2609.5302 551.777269
Pop3_9 930.376209 3150.23405 4134.39597 2366.37597 944.524799 3901.98073 968.442724 3522.92061 3512.55433 3483.11947 2602.77868 553.632607
Pop3_10 935.249593 3159.66254 4139.18829 2364.37773 946.174252 3882.14526 962.996902 3510.88187 3509.99446 3477.13219 2596.39609 551.079016
Pop3_11 925.330112 3144.7436 4148.54506 2359.99366 946.356304 3880.45945 963.738524 3510.96669 3507.12141 3493.0883 2613.84072 553.244878
Pop3_12 931.19994 3150.96629 4150.64616 2356.45945 941.56816 3880.83928 958.734686 3503.72073 3504.67087 3473.79768 2595.94008 553.783888
Pop3_13 928.509239 3150.41113 4120.6472 2369.03066 943.104376 3872.35552 960.318735 3502.04567 3497.13673 3501.61373 2617.93642 548.618826
Pop3_14 926.86492 3150.775 4131.75574 2361.97489 943.224479 3870.71465 968.855443 3506.40112 3501.17042 3487.23679 2602.59128 554.509679
Pop3_15 922.489089 3156.05352 4141.64755 2359.45835 944.558394 3878.70875 963.955263 3520.4173 3515.7226 3497.48536 2612.61652 552.371966
Pop3_16 927.656646 3150.17734 4145.45654 2362.23331 945.65175 3872.50481 960.737502 3511.32366 3510.48657 3474.31447 2598.82246 551.029396
Pop3_17 933.302209 3139.12826 4126.06948 2366.0521 943.697327 3874.34499 957.878554 3525.41613 3517.42006 3489.38867 2615.27208 550.464077
Pop3_18 933.509967 3148.30606 4122.10775 2355.73183 938.713118 3857.16726 958.848864 3530.59726 3526.23763 3496.52939 2617.69338 551.258242
Pop3_19 926.349568 3148.49667 4141.44755 2361.39602 946.700207 3891.71843 970.535243 3506.92338 3503.40792 3467.4716 2596.05576 557.780054
Pop3_20 924.75133 3151.32854 4136.42513 2352.32919 945.400375 3886.55663 961.21734 3515.17053 3511.60331 3495.45195 2604.2294 552.770183
Pop3_21 924.449619 3146.93499 4150.62662 2355.9463 946.413648 3880.01501 962.693582 3507.70449 3499.97878 3489.34409 2604.57701 550.526725
Pop3_22 931.792174 3150.62647 4137.3539 2367.66389 941.658519 3883.01688 960.107956 3504.92765 3507.04034 3482.55514 2606.11516 551.307673
Pop3_23 926.824748 3153.79968 4152.99938 2359.6072 942.364846 3865.51705 958.568128 3517.39707 3524.21859 3483.00762 2603.13503 555.657933
Pop3_24 930.642539 3154.41977 4133.92884 2366.71909 942.744789 3878.55019 963.381393 3511.64572 3507.69154 3486.99416 2607.15647 553.295904
Pop3_25 927.041368 3145.91154 4125.52024 2354.55516 947.830629 3884.43418 955.605386 3520.87918 3513.80536 3489.67218 2612.19463 552.121186
Pop3_26 931.438548 3148.60279 4139.49045 2363.53623 942.770128 3872.36774 962.380743 3529.20835 3520.90872 3485.67872 2599.82806 553.182028
Pop3_27 928.251489 3142.73965 4163.30133 2359.5445 940.646978 3865.4502 960.382083 3505.11751 3510.74156 3488.55827 2598.01444 552.259599
Pop3_28 929.985428 3165.22642 4142.8232 2355.20238 941.494225 3869.54552 960.972753 3515.40748 3513.62687 3492.50855 2614.71263 551.938852
Pop3_29 934.535849 3144.70795 4135.42816 2363.1628 943.900181 3877.43755 957.83053 3508.18977 3513.01178 3488.04578 2609.88203 551.720264
Pop3_30 927.513676 3142.20091 4143.03159 2358.3578 943.808069 3877.66914 960.709776 3520.75044 3514.60231 3483.65339 2609.46287 553.237476
Pop3_31 926.428459 3142.9321 4126.33242 2368.8087 947.534607 3890.40557 966.664072 3507.12891 3507.4335 3482.0489 2599.19976 551.627555
Pop3_32 929.553295 3133.84225 4123.56938 2356.86599 944.525873 3877.24867 961.833764 3526.99639 3518.597 3475.35181 2601.39182 549.659605
Pop3_33 928.856391 3133.57748 4149.65558 2360.1578 941.575142 3870.8289 959.473106 3513.22455 3511.11433 3493.12454 2614.22503 552.256342
Pop3_34 928.707972 3142.48996 4138.76377 2367.88399 940.25337 3883.01697 964.288044 3515.74687 3517.08763 3466.228 2597.9022 551.343496
Pop3_35 929.396959 3148.49255 4130.57358 2363.31281 942.619479 3874.26469 965.175978 3516.9636 3517.96027 3480.42001 2606.22342 550.387446
Pop3_36 929.154288 3151.94506 4146.13824 2366.1897 942.54135 3885.13359 959.847145 3510.56214 3512.57261 3472.14629 2596.86316 550.809315
Pop3_37 936.619808 3139.57608 4129.11451 2371.99701 946.596425 3889.43126 969.816242 3506.89588 3509.34101 3476.11859 2597.04754 554.050181
Pop3_38 926.946342 3161.64127 4136.32999 2363.78844 945.889768 3871.78735 962.377629 3518.90025 3517.18657 3472.34471 2598.92048 553.146331
Pop3_39 927.887682 3136.10191 4123.31333 2356.09384 945.42619 3872.12379 964.112607 3525.69992 3527.30381 3493.18878 2609.58786 551.711942
Pop3_40 933.61503 3151.16818 4150.15567 2360.08566 942.99294 3875.29076 960.898625 3513.9031 3510.95734 3494.88468 2605.17639 553.765194
Pop3_41 924.404814 3148.25794 4158.12323 2366.10295 946.336834 3874.49219 957.715619 3493.49655 3495.91314 3481.15075 2601.35014 551.278064
Pop3_42 928.244014 3133.38401 4120.18788 2354.88511 941.17542 3865.19781 959.373835 3529.25488 3524.65206 3490.07466 2611.40574 550.606607
Pop3_43 934.468547 3153.36233 4142.6626 2356.16666 947.860764 3884.37766 963.427897 3500.99676 3494.30789 3487.9116 2600.78487 551.812526
Pop3_44 931.436869 3152.10487 4130.01503 2356.97631 946.34175 3874.38562 960.308679 3514.5202 3513.22109 3494.61763 2605.00304 554.061794
Pop3_45 932.272508 3135.3858 4126.06793 2358.65355 945.113876 3881.26392 962.640956 3520.09048 3518.95764 3493.78778 2615.44994 554.337352
Pop3_46 935.528448 3149.06858 4144.90444 2366.17113 946.718644 3898.18444 965.581113 3505.2341 3504.40898 3488.92164 2601.55971 551.515039
Pop3_47 930.577396 3167.79285 4147.78609 2361.47224 941.047738 3879.14369 961.797389 3507.80393 3508.17704 3468.33164 2588.67595 554.5188
Pop3_48 935.827003 3130.02718 4125.14174 2369.02684 944.089493 3878.85107 964.586213 3522.15899 3527.03682 3475.6473 2604.28518 551.16121
Pop3_49 926.359504 3142.50709 4140.36596 2368.53045 943.741339 3880.92247 965.34689 3507.29632 3508.13762 3471.30072 2600.8853 552.997362
Pop3_50 928.195994 3155.74108 4131.39336 2360.21909 942.859993 3870.37912 966.302862 3519.02923 3518.64776 3474.13097 2599.74735 551.520632
Pop3_51 931.419258 3162.01047 4147.02383 2361.30609 945.505343 3880.169 962.361209 3508.96886 3501.5826 3479.22483 2600.20881 550.543632
Pop3_52 930.846537 3145.74435 4122.54426 2361.91323 944.60158 3883.72106 963.379195 3516.77878 3506.88308 3490.18836 2609.88934 554.289615
Pop3_53 937.17928 3141.71453 4143.99383 2361.68429 943.051031 3876.07238 960.800019 3523.90432 3519.69643 3474.89604 2593.70458 549.216057
Pop3_54 928.946457 3145.81098 4125.74942 2350.60239 941.839216 3872.39622 956.479801 3529.32733 3532.82626 3500.39619 2616.54508 552.822817
Pop3_55 933.129703 3152.42178 4138.98771 2361.3822 942.853003 3886.39293 963.646812 3515.52388 3516.28887 3479.95529 2602.7951 550.57797
Pop3_56 932.075282 3156.37105 4145.56858 2361.42646 945.512771 3884.55787 970.014833 3507.82788 3505.805 3479.13366 2597.4675 556.15339
Pop3_57 931.074203 3136.45134 4138.24998 2363.86366 945.588011 3891.61752 962.207219 3519.93827 3523.34921 3486.67477 2604.88675 553.963126
Pop3_58 928.306456 3141.49719 4151.8015 2358.23782 943.562641 3889.33709 959.142266 3512.23437 3512.1965 3480.2856 2600.20715 550.867045
Pop3_59 929.179864 3154.51754 4131.22757 2358.98071 945.646112 3871.35956 960.894668 3513.59442 3510.47036 3485.7751 2608.1112 555.684599
Pop3_60 931.175773 3137.80943 4145.67323 2369.16115 941.268432 3873.77143 963.19099 3517.33024 3510.68356 3489.64307 2606.92905 551.709414
Pop3_61 930.698191 3137.56167 4126.29775 2353.90272 944.611983 3882.93795 962.31119 3520.53678 3510.60666 3493.29655 2604.85652 552.512496
Pop3_62 931.445818 3138.28307 4123.57338 2367.08886 945.49541 3874.76298 961.05467 3515.22299 3521.66522 3491.28456 2611.90069 549.88352
Pop3_63 931.129447 3141.30536 4125.30899 2359.52564 948.943735 3897.97741 972.863407 3515.99879 3512.96225 3487.88239 2606.22831 555.496412
Pop3_64 930.653167 3140.60691 4118.22684 2364.76109 942.106439 3893.4362 965.637973 3516.32156 3511.48214 3475.1725 2603.38896 553.197522
Pop3_65 934.866356 3151.38199 4121.88304 2353.31354 947.851614 3880.47653 964.437027 3520.40692 3519.4955 3493.22569 2612.74375 553.140756
Pop3_66 931.522172 3130.4564 4131.11163 2372.01899 942.65507 3878.83108 960.966171 3516.5067 3511.85813 3484.2976 2598.88972 553.579221
Pop3_67 935.64486 3138.87197 4129.1087 2353.97606 942.466904 3869.26495 971.971035 3516.44485 3520.19098 3494.53399 2611.93287 551.528069
Pop3_68 928.508177 3147.71157 4133.63027 2358.42833 944.318815 3873.45556 959.468291 3515.10546 3520.82729 3486.88956 2612.65527 552.158028
Pop3_69 934.094375 3145.26605 4133.94476 2365.43762 948.920426 3892.11039 961.998328 3520.1395 3511.95784 3483.54197 2594.18394 551.122798
Pop3_70 930.885211 3154.9969 4152.3748 2352.61794 944.910521 3881.4598 963.667797 3508.33139 3509.36076 3462.47861 2601.60639 550.155663
Pop3_71 931.7873 3149.00781 4157.65756 2357.49237 942.616706 3878.38289 965.878068 3520.64599 3520.89234 3483.87626 2605.06867 551.918076
Pop3_72 929.502299 3155.8935 4147.82783 2363.21571 946.990118 3880.31068 964.796892 3511.95047 3506.06011 3480.77734 2601.87448 556.731398
Pop3_73 933.372091 3148.51764 4157.63991 2365.55087 945.280851 3873.10228 958.884222 3501.40365 3501.49027 3477.31961 2595.69889 550.685334
Pop3_74 929.656796 3136.95809 4125.0844 2355.45914 943.366436 3887.4025 959.862726 3511.31122 3510.33567 3488.86881 2611.7013 552.781405
Pop3_75 931.961225 3155.78208 4150.81012 2360.04691 944.748421 3885.5937 963.249346 3509.98409 3507.70462 3477.8589 2598.55407 554.446203
Pop3_76 930.695271 3148.37303 4127.29236 2367.69743 945.673838 3889.56466 958.115918 3504.77223 3502.28522 3490.32808 2602.76636 552.715764
Pop3_77 933.121073 3148.11681 4147.04215 2367.10479 946.07755 3874.08597 961.595357 3517.63665 3518.96855 3486.96172 2611.02416 553.613089
Pop3_78 927.470074 3147.89086 4138.55867 2367.91172 943.695246 3884.47977 962.306857 3520.85208 3514.29485 3484.30031 2606.4427 551.989048
Pop3_79 931.596822 3149.52283 4132.83717 2358.84867 946.456565 3869.46094 960.075743 3523.53739 3521.97485 3510.29157 2616.94923 551.672743
Pop3_80 929.853693 3143.26017 4129.37977 2362.35831 942.882639 3870.6331 960.642366 3512.66666 3509.37787 3500.21342 2614.81213 551.367218
Pop3_81 928.319816 3152.85053 4151.53284 2350.16547 941.754395 3875.13163 965.074367 3515.19398 3512.85653 3492.17936 2607.39997 552.050336
Pop3_82 931.585662 3149.21115 4120.67923 2355.35389 943.855329 3890.57307 962.899924 3516.77909 3515.6255 3470.73268 2593.97803 556.180302
