#Cfactor 0.0292987876
Recipient Pop1 Pop2 Pop3 Pop4 Pop5 Pop6 Pop7 Pop8 Pop9 Pop11 Pop12 Pop13
Pop3_83 929.432863 3128.03808 4131.40766 2350.2762 943.249115 3874.44264 961.069897 3518.74821 3522.2224 3497.39174 2619.43359 548.888988
Pop3_84 927.457127 3155.66274 4131.54249 2356.96138 946.841053 3889.16874 960.121038 3519.0438 3517.00798 3471.0521 2598.79452 553.578679
Pop3_85 935.617138 3158.64911 4142.86901 2370.10376 946.433558 3888.18231 964.0852 3508.67579 3508.0813 3489.10017 2601.41077 548.6209
Pop3_86 934.298702 3141.3262 4135.65419 2376.29025 946.083902 3873.80642 962.393861 3514.32569 3515.12385 3479.68346 2603.58375 553.348355
Pop3_87 928.520679 3144.82175 4130.59903 2357.59792 948.102841 3882.31977 960.950053 3517.92943 3508.66044 3486.89783 2601.166 550.685563
Pop3_88 935.271844 3144.85095 4141.63015 2361.86178 944.982287 3879.23441 964.876107 3505.33928 3508.19339 3481.426 2601.91539 553.03733
Pop3_89 931.123648 3145.35938 4165.29675 2367.54978 945.640753 3877.59681 962.56174 3515.08023 3514.15054 3482.55757 2594.85364 549.092107
Pop3_90 932.032473 3143.04069 4134.44883 2354.36201 944.222988 3884.25472 964.958102 3511.12315 3503.6406 3489.8702 2607.18867 551.826857
Pop3_91 929.555464 3133.49059 4137.0522 2360.65636 946.270045 3885.03251 965.466267 3503.34003 3501.41494 3484.56575 2607.1214 553.304971
Pop3_92 929.857557 3133.19691 4118.67721 2373.31643 939.272964 3880.46465 961.16262 3508.15901 3509.43739 3497.15868 2610.23763 551.118828
Pop3_93 934.110114 3148.75258 4147.24638 2361.81162 944.692406 3878.67695 961.609738 3518.51302 3515.94987 3489.48058 2608.82473 551.731261
Pop3_94 932.909145 3159.83741 4142.60052 2364.11107 942.917645 3871.91126 964.714292 3511.76073 3509.47119 3482.53595 2606.4418 553.536617
Pop3_95 928.006162 3143.31034 4142.14098 2369.16716 941.313865 3878.59853 965.021263 3511.83766 3502.45327 3473.76689 2599.53205 551.052755
Pop4_1 941.678615 2970.75709 3774.19954 2745.53412 959.768667 3941.31185 984.976548 3523.41356 3523.38522 3489.28622 2607.61682 565.487675
Pop4_2 941.212331 2971.97922 3777.52839 2733.20875 972.054107 3970.12482 994.683269 3531.3316 3532.87993 3509.22167 2611.21809 563.153206
Pop4_3 934.168976 2964.708 3763.31758 2737.54333 963.714866 3959.91817 986.950758 3539.06259 3536.6784 3493.68718 2619.50976 563.709646
Pop4_4 934.344483 2964.92709 3778.76101 2731.53566 967.944069 3961.39977 992.123746 3533.64139 3531.53602 3486.51406 2606.73769 569.362403
Pop4_5 943.545622 2978.28268 3769.15993 2718.20598 964.879367 3951.86196 991.317063 3521.44791 3524.22134 3500.27648 2620.80216 567.367839
Pop4_6 945.098452 2958.83124 3762.96828 2727.38791 962.616443 3949.94395 987.074296 3532.19072 3527.21355 3505.6689 2621.62881 562.582676
Pop4_7 943.347507 2964.19553 3764.26707 2749.13253 966.381021 3956.47418 989.476209 3530.86061 3532.99045 3495.17558 2613.09463 565.257079
Pop4_8 939.131861 2981.81139 3785.92221 2718.3022 969.552709 3959.51354 986.248437 3527.70943 3531.86327 3497.27839 2612.36837 566.164552
Pop4_9 945.622173 2965.9353 3771.57345 2731.79606 962.114984 3958.6974 988.225674 3529.47109 3523.53294 3526.45089 2629.22129 562.84698
Pop4_10 938.227013 2953.17513 3760.90207 2751.94652 967.755412 3965.35477 991.506752 3529.08296 3523.95349 3495.96864 2610.1833 568.689254
Pop4_11 940.850935 2982.0686 3776.79777 2727.44293 963.829877 3957.92496 984.770639 3524.52864 3526.57118 3506.15157 2619.00783 562.74814
Pop4_12 942.190597 2977.59717 3779.64115 2733.18283 964.292918 3957.80636 985.081041 3525.65792 3523.89758 3502.33155 2610.99936 562.629105
Pop4_13 938.757871 2962.81419 3762.29541 2732.86491 968.860474 3956.71306 991.353592 3530.72861 3530.28733 3491.43032 2611.50335 564.852716
Pop4_14 938.71063 2972.72545 3776.67653 2742.74522 969.080868 3963.26153 994.758987 3512.77945 3514.71306 3482.09105 2604.14403 567.28672
Pop4_15 947.407599 2976.82136 3773.8004 2741.95249 964.727366 3961.11996 989.672517 3525.06108 3517.43063 3500.76609 2613.08108 567.888002
Pop4_16 937.599943 2963.48568 3773.67508 2747.46941 965.952992 3973.07184 990.568997 3536.0154 3524.41408 3487.99978 2602.26153 569.487217
Pop4_17 938.937029 2972.45379 3773.08754 2717.64985 962.813722 3969.33078 988.455521 3545.32842 3541.14663 3500.48075 2613.96037 561.231387
Pop4_18 944.125874 2973.04185 3763.75516 2724.2096 967.503282 3970.84408 990.601959 3524.0425 3526.51617 3483.21733 2607.2772 567.410257
Pop4_19 938.125994 2967.03343 3771.05291 2757.68913 969.096981 3971.47723 989.106903 3527.64786 3527.03692 3489.68611 2607.27388 567.327649
Pop4_20 941.509291 2968.11431 3771.04419 2717.7785 967.462375 3980.95829 981.815341 3543.10471 3539.77444 3491.80995 2609.85585 564.129319
Pop4_21 944.549143 2977.81378 3778.58875 2724.50154 957.950811 3957.79286 987.037897 3539.73056 3533.89558 3508.55633 2622.05348 562.819616
Pop4_22 940.105916 2961.40056 3750.56961 2722.39268 967.868086 3969.17772 987.568261 3536.70019 3535.67426 3509.35349 2627.22203 567.526912
Pop4_23 949.978258 2970.10164 3778.6352 2735.7844 967.863463 3959.17123 991.520945 3518.99508 3515.96542 3497.05056 2613.00073 564.950284
Pop4_24 944.060016 2966.28588 3770.87388 2733.9053 962.293232 3952.74347 987.234365 3537.38541 3532.97021 3500.90847 2618.70947 563.739516
Pop4_25 943.492658 2972.89052 3781.10016 2729.85138 966.262847 3954.78358 990.454674 3527.92404 3536.08318 3517.77171 2627.27245 563.277817
Pop4_26 954.455547 2977.72791 3773.54568 2734.63309 960.533019 3956.59843 986.098335 3537.25025 3542.18642 3509.74751 2629.603 564.72581
Pop4_27 947.071529 2967.12945 3780.51721 2709.99705 969.021397 3975.86438 989.668212 3532.61846 3530.83381 3499.94621 2621.78494 566.52075
Pop4_28 945.44717 2968.64972 3766.26322 2752.21834 963.677035 3951.63551 992.33129 3536.40204 3535.87793 3494.68906 2609.33047 562.31187
Pop4_29 940.704748 2966.27086 3765.51583 2747.5094 962.012904 3957.97366 992.156553 3529.52944 3524.65815 3493.11376 2609.15769 565.486655
Pop4_30 944.432433 2964.52587 3762.39872 2719.84788 969.683567 3957.88551 991.063074 3519.05465 3523.77497 3497.01872 2612.39307 566.903191
Pop4_31 944.293529 2976.1779 3773.98388 2718.48527 967.335228 3959.86757 991.165498 3528.21137 3523.28632 3505.79486 2613.65871 565.152235
Pop4_32 948.871781 2975.72023 3761.70359 2735.15477 961.911239 3957.521 994.096471 3527.27491 3523.29848 3493.94346 2607.24321 563.472287
Pop4_33 942.588242 2970.88868 3763.84295 2731.89824 963.386874 3968.91341 984.515901 3535.58579 3537.58952 3508.40077 2620.73917 570.540333
Pop4_34 943.83352 2967.5605 3764.70789 2728.6051 964.224017 3957.70436 991.634985 3515.88058 3526.96884 3508.19055 2616.32897 565.006618
Pop4_35 944.221716 2973.99419 3761.71547 2731.55088 960.994702 3952.19386 981.429063 3534.48216 3533.12243 3508.23746 2625.67408 563.899271
Pop4_36 944.148503 2966.74133 3761.99339 2747.73223 963.563568 3948.27223 983.01694 3531.20796 3530.56827 3512.81046 2625.07901 561.974253
Pop4_37 936.975652 2966.72949 3764.84639 2720.19347 957.314478 3945.32358 983.835149 3532.94094 3530.27275 3532.15183 2641.11883 563.417015
Pop4_38 947.628066 2962.03392 3767.87619 2744.08123 961.914835 3956.31716 987.660247 3528.39132 3529.11875 3491.87708 2605.62223 562.270219
Pop4_39 943.031324 2986.94911 3775.21884 2744.38388 965.389836 3963.32856 989.449395 3519.42091 3514.41569 3500.64565 2614.36515 566.302754
Pop4_40 946.848434 2970.69091 3766.62182 2723.32136 964.25118 3971.20421 986.501716 3520.52633 3516.99687 3500.61973 2615.87479 565.589312
Pop4_41 940.425699 2972.02812 3785.38699 2742.79222 967.078693 3966.31733 988.34858 3520.06505 3526.11926 3504.37437 2610.80289 567.416686
Pop4_42 946.039674 2960.33639 3767.13239 2729.89188 969.109232 3966.81263 989.703799 3532.57134 3528.68551 3505.38213 2619.24797 566.909687
Pop4_43 937.974807 2965.68113 3764.2721 2741.03884 962.555549 3963.54836 991.353866 3530.83959 3524.40772 3502.47946 2616.95811 563.540549
Pop4_44 944.411031 2971.26582 3776.18467 2751.70051 966.164113 3947.58705 992.054839 3527.49353 3523.07968 3495.18545 2615.56066 565.019593
Pop4_45 940.67313 2981.29755 3771.81247 2729.13859 966.498968 3958.82548 988.783693 3528.18889 3531.98699 3512.35028 2628.51529 564.715524
Pop4_46 947.996989 2972.36382 3786.12359 2734.43413 971.821994 3969.13547 990.259374 3515.97477 3519.61642 3493.28129 2606.28989 566.072024
Pop4_47 944.082663 2990.85318 3789.13559 2719.90692 967.869157 3952.85071 985.550262 3523.39905 3517.43798 3485.78532 2605.96694 564.379327
Pop4_48 941.820827 2969.90929 3769.9616 2713.26485 964.677049 3957.72396 990.907499 3538.93109 3543.84968 3503.84764 2609.63441 565.499685
Pop4_49 947.436989 2959.03496 3762.3547 2733.39834 960.873084 3966.80237 984.454745 3538.69064 3532.59481 3508.31504 2620.36069 562.066131
Pop4_50 947.312795 2969.51814 3776.99854 2726.21127 963.087535 3944.2363 992.857203 3533.59104 3525.42838 3499.21822 2622.1413 562.718599
Pop4_51 940.568848 2963.752 3765.7498 2737.04124 967.066903 3961.19903 985.868832 3517.26598 3515.81914 3501.29066 2611.72455 567.041577
Pop4_52 941.21251 2969.98623 3771.11486 2722.78507 963.445159 3949.16663 989.704556 3535.30583 3530.27568 3508.89185 2616.27794 563.937624
Pop4_53 943.216432 2956.93441 3761.27371 2711.12859 961.927075 3950.50905 983.661353 3532.45613 3531.79367 3509.29352 2618.2643 565.173077
Pop4_54 950.721521 2968.90817 3772.46932 2731.79916 966.038294 3965.56238 990.895035 3537.00359 3531.88775 3496.29268 2617.8385 562.093119
Pop4_55 933.404805 2962.68376 3767.72346 2738.79062 967.564465 3955.33335 983.797757 3530.24336 3532.76056 3491.61101 2617.77219 569.153817
Pop4_56 939.198171 2979.66952 3772.87964 2718.16207 966.585125 3970.03358 991.148897 3521.62818 3528.21345 3506.9495 2615.41497 566.176725
Pop4_57 939.221258 2960.27429 3762.21773 2746.16957 966.98777 3963.23397 992.15159 3522.95208 3527.61577 3499.60442 2621.24869 567.967625
Pop4_58 946.51951 2966.38212 3763.79021 2740.75504 962.241052 3949.07121 984.020464 3533.96781 3525.23409 3499.61888 2608.00298 563.076087
Pop4_59 942.124253 2958.44622 3755.61651 2737.83039 959.586335 3938.11244 984.953817 3537.33943 3530.71014 3519.41677 2625.75271 562.906126
Pop4_60 943.234522 2971.36575 3765.30665 2717.13569 960.784472 3963.67292 991.189181 3530.26243 3529.01807 3502.8142 2621.97338 563.345577
Pop5_1 927.386117 2904.94171 3695.6399 2376.18593 1014.1039 4050.19532 993.493731 3658.28474 3660.50609 3555.05196 2655.25814 579.898274
Pop5_2 938.487755 2933.7781 3713.7113 2375.78198 1014.68521 4061.6363 996.482664 3634.63486 3630.10509 3533.84329 2644.03479 579.434736
Pop5_3 930.54065 2909.18771 3698.74157 2382.07886 1016.14242 4052.50201 996.868169 3653.64357 3653.51906 3562.86769 2658.96232 580.177823
Pop5_4 926.206433 2912.33102 3684.829 2367.17283 1024.47031 4028.98567 991.186676 3656.81601 3653.21763 3555.07585 2655.12541 579.098535
Pop5_5 925.14262 2926.22254 3719.77079 2379.6968 1018.05423 4053.41896 989.39944 3636.47221 3636.88978 3541.58346 2654.18763 587.351508
Pop5_6 934.576573 2926.43421 3718.33335 2377.38536 1017.53964 4042.23368 992.785771 3632.66723 3630.52128 3545.13893 2651.09411 580.60787
Pop5_7 923.999461 2918.73472 3709.37188 2362.73616 1023.587 4042.97281 998.491267 3649.9663 3639.46332 3557.23397 2655.28669 576.828151
Pop5_8 932.801955 2916.83468 3701.84427 2370.93391 1022.95622 4047.11521 995.882576 3658.10351 3645.44173 3547.33725 2658.80583 580.132579
Pop5_9 926.057197 2923.63537 3704.79006 2379.66759 1026.21866 4056.59927 1000.22881 3648.18267 3641.31077 3532.61964 2641.06805 585.869547
Pop5_10 925.292686 2927.05294 3707.2684 2380.26621 1011.86365 4027.95167 993.678291 3641.42534 3639.01795 3545.30597 2652.44232 575.920126
Pop5_11 924.207031 2911.15116 3707.3837 2351.73762 1023.20124 4016.87747 989.818815 3660.144 3659.32867 3557.5489 2660.38664 577.522479
Pop5_12 931.239947 2914.55634 3691.29484 2364.67578 1021.66921 4047.5399 992.104936 3653.8521 3651.63054 3564.99028 2659.0621 582.315491
Pop5_13 930.489129 2924.20862 3701.03159 2366.47009 1019.03781 4051.94925 990.240491 3644.98196 3643.30651 3558.54489 2661.03733 584.149723
Pop5_14 929.359933 2910.87109 3698.67294 2371.43555 1010.78845 4029.10415 987.019053 3649.7068 3653.51579 3578.50885 2675.1712 578.651985
Pop5_15 930.450975 2922.4667 3717.29966 2369.81626 1022.64936 4052.97314 994.270877 3632.45846 3631.51772 3544.68339 2650.90152 579.588791
Pop5_16 936.388406 2934.49845 3726.77014 2378.88546 1019.16145 4049.15482 998.358337 3630.0484 3626.98437 3536.75467 2646.62607 584.298186
Pop5_17 923.555121 2915.86896 3700.37205 2362.28282 1017.85341 4050.76607 990.418849 3661.22044 3660.6996 3550.6198 2665.32526 583.320696
Pop5_18 938.491853 2901.61047 3678.29038 2383.81081 1023.51483 4052.90719 999.013571 3641.03857 3650.65889 3568.22669 2662.43549 577.012552
Pop5_19 936.453177 2923.56056 3728.09902 2376.07577 1015.07831 4026.6261 989.767731 3645.93452 3641.83388 3534.77113 2644.29303 580.26046
Pop5_20 925.747192 2933.27005 3725.13376 2373.36974 1023.75305 4061.64514 992.658947 3627.93058 3626.16644 3522.29374 2638.36589 583.900997
Pop5_21 927.919407 2907.95294 3692.84546 2371.0247 1019.20341 4052.21823 994.382797 3651.87169 3651.20941 3573.3725 2671.5343 581.252329
Pop5_22 932.214629 2918.34946 3712.77079 2378.84892 1023.46989 4055.56424 998.070692 3650.57996 3655.88964 3542.62293 2653.65053 572.515384
Pop5_23 924.684239 2914.31192 3695.37968 2376.61018 1014.74168 4039.95105 991.622104 3654.56538 3659.43781 3548.12389 2651.95101 586.956844
Pop5_24 927.835039 2917.01708 3702.25869 2371.66325 1019.43693 4048.7217 988.731279 3649.10418 3648.68199 3560.31806 2665.64649 576.942759
Pop5_25 922.830649 2908.20395 3701.02741 2364.34459 1017.78938 4025.51522 987.171572 3648.671 3650.47897 3545.22123 2653.182 585.788767
Pop6_1 930.89383 2897.83638 3676.49381 2359.11661 980.083549 4150.66866 990.013006 3637.09755 3631.91114 3562.89365 2663.18317 564.917733
Pop6_2 923.817247 2887.33211 3673.84326 2348.86959 980.035656 4160.4285 989.13726 3645.10914 3643.23919 3550.85894 2657.5929 565.928532
Pop6_3 928.674695 2891.64105 3686.55163 2351.44394 976.060079 4163.70194 991.508901 3635.69579 3636.34701 3555.57455 2651.53699 563.100652
Pop6_4 923.936046 2886.1819 3671.12006 2361.63712 981.688379 4177.01346 987.201447 3645.04836 3642.73666 3548.23185 2657.69371 566.572958
Pop6_5 926.766928 2896.26892 3679.34778 2348.24093 979.626682 4153.11215 993.145758 3643.75747 3649.27328 3544.37228 2647.59616 561.444626
Pop6_6 919.41431 2895.36207 3672.85277 2353.12692 976.636983 4153.49441 999.917339 3645.43615 3645.93654 3553.00398 2662.65727 565.295215
Pop6_7 923.748246 2906.13819 3683.32061 2348.39246 971.660077 4169.93211 988.224024 3641.67281 3633.82011 3540.64222 2643.95936 563.76198
Pop6_8 926.270364 2914.07994 3698.19443 2360.36344 983.341905 4179.17858 990.985314 3631.65964 3630.4863 3537.12035 2639.96298 570.000084
Pop6_9 933.264947 2898.83509 3673.96126 2346.26119 975.933253 4165.36979 996.452863 3633.23128 3629.8597 3553.08648 2644.0634 565.09798
Pop6_10 924.950891 2900.41517 3671.20711 2349.68503 976.15928 4147.31758 989.323258 3635.91231 3640.96087 3553.50176 2652.9031 562.314093
Pop6_11 924.699372 2901.17481 3684.91238 2355.53678 978.817305 4178.5791 999.460196 3628.76857 3629.67593 3529.54026 2638.03679 564.726035
Pop6_12 924.786778 2903.68847 3682.35571 2337.17604 979.885984 4152.96253 989.5861 3647.26069 3641.90418 3541.37517 2649.91271 565.469107
Pop6_13 925.799964 2902.22554 3687.44257 2366.99881 981.52483 4176.64909 993.166696 3633.50976 3632.90301 3529.89263 2639.48027 565.113814
Pop6_14 922.976049 2916.87068 3683.82086 2372.02343 980.774506 4170.75891 989.256511 3617.83639 3613.41923 3535.94893 2641.52884 563.676212
Pop6_15 931.843086 2892.4561 3691.1261 2350.35589 974.479666 4156.8136 989.955552 3635.32269 3636.31013 3547.7812 2651.40479 564.489957
Pop6_16 922.732215 2897.44528 3668.23828 2353.68345 981.568695 4166.57653 990.476155 3646.78466 3644.32954 3541.49046 2646.5627 564.442423
Pop6_17 923.07768 2896.61443 3673.29828 2358.63138 982.860673 4159.90266 988.781741 3634.32463 3641.93607 3553.28381 2653.57821 562.928955
Pop6_18 914.244801 2907.44335 3691.94215 2349.93359 976.743013 4164.87787 987.220542 3629.85607 3634.07569 3563.96141 2659.20275 562.41787
Pop6_19 929.746831 2903.21203 3685.59748 2352.96071 974.31748 4173.16059 997.706407 3624.0237 3630.41149 3540.86552 2647.62276 562.148972
Pop6_20 922.389817 2903.59184 3678.37232 2349.67735 983.764355 4175.75383 992.996305 3635.4433 3624.56433 3549.10374 2657.32717 571.174582
Pop6_21 923.317155 2901.16243 3685.98181 2351.82812 979.852406 4175.73004 989.71359 3634.96977 3631.67174 3541.79425 2646.42812 563.258768
Pop6_22 924.135613 2894.21201 3675.31043 2354.16548 975.928794 4170.37629 992.417796 3646.54368 3638.3908 3548.54156 2653.89215 561.018393
Pop6_23 916.500354 2896.44446 3682.17209 2341.04464 977.275468 4164.04413 988.712154 3645.42134 3649.88712 3558.75916 2659.61613 561.417851
Pop6_24 923.213864 2893.39186 3676.58215 2348.28394 976.186784 4144.79374 990.645236 3629.79613 3634.67975 3562.88574 2662.94939 567.15444
Pop6_25 926.94388 2909.20152 3687.68655 2354.73172 979.8027 4173.07516 992.561335 3633.69715 3633.3361 3524.63935 2638.59167 561.184396
Pop6_26 921.104975 2916.71771 3685.64781 2358.06111 979.847346 4174.85053 996.794695 3622.53057 3624.98479 3544.90785 2651.01527 568.020491
Pop6_27 919.852262 2886.99175 3674.70348 2366.6648 979.166537 4157.81819 996.921464 3639.47569 3638.78108 3545.64202 2648.37954 566.53273
Pop6_28 927.095399 2905.45167 3695.06808 2366.78171 981.269858 4170.84303 995.793735 3619.28676 3611.33758 3538.25402 2643.90869 568.157804
Pop6_29 918.464099 2907.08517 3687.92432 2339.41892 976.649489 4166.54252 995.192844 3642.23572 3643.35794 3538.86993 2649.15004 564.142912
Pop6_30 922.089331 2891.57465 3680.59279 2354.95235 978.443938 4160.99785 988.509792 3643.9588 3646.07562 3545.48412 2644.22516 568.207421
Pop6_31 930.027349 2904.64492 3685.11206 2356.56738 985.066052 4167.23707 999.858093 3623.59059 3619.99458 3550.28735 2653.29448 563.126228
Pop6_32 926.470375 2912.25302 3696.06749 2364.27299 981.223282 4162.74327 996.229323 3618.74401 3615.96519 3534.85823 2642.10669 567.302808
Pop6_33 925.622353 2907.5115 3669.95429 2355.35979 976.920423 4166.26411 993.822442 3641.96688 3641.45765 3546.21445 2652.5325 562.987556
Pop6_34 922.821287 2893.40787 3674.51226 2339.09966 977.142672 4151.77425 985.550388 3651.15641 3650.34864 3551.63034 2656.57432 565.110831
Pop6_35 931.280282 2896.8905 3679.08022 2349.7158 984.453749 4158.30609 989.616112 3631.67873 3637.19587 3546.74918 2654.94324 567.378978
Pop6_36 930.104872 2904.34457 3690.16531 2351.70127 978.37319 4153.6139 989.049962 3652.5287 3647.94649 3546.63391 2649.05291 565.5645
Pop6_37 923.443693 2901.45463 3688.51654 2353.21024 974.959103 4159.53616 992.874056 3638.45958 3644.04455 3550.31302 2652.06222 561.207498
Pop6_38 918.507043 2883.99759 3655.24885 2343.78086 979.435069 4151.73126 982.331819 3640.10555 3640.75799 3555.02147 2655.66474 561.494167
Pop6_39 919.607851 2902.38662 3675.97625 2352.69844 979.302038 4159.63614 998.398015 3628.75288 3633.65176 3545.67056 2649.94877 561.734104
Pop6_40 915.795093 2895.58499 3681.90892 2349.94231 975.53867 4179.6162 994.485875 3628.59656 3624.3235 3548.27437 2651.45008 563.193942
Pop6_41 924.896622 2910.41072 3672.7596 2354.42309 986.123123 4174.54786 993.153561 3624.94082 3631.12117 3539.27659 2642.49567 566.953808
Pop6_42 924.6321 2906.46378 3687.52761 2351.85149 977.153947 4146.86543 988.36607 3627.4726 3626.19662 3552.97484 2658.76042 564.337395
Pop6_43 926.462452 2919.9011 3701.73475 2361.18835 979.144575 4173.72189 991.209137 3635.46268 3635.30888 3543.47508 2646.36238 565.162814
Pop6_44 929.746653 2905.08957 3692.85687 2345.83303 972.339655 4148.16001 991.680307 3628.37259 3630.05555 3542.9382 2651.75034 566.49027
Pop6_45 923.856634 2913.19173 3684.33315 2354.40657 974.921071 4152.58504 985.663727 3628.80722 3623.39889 3549.57143 2649.81549 563.983046
Pop6_46 917.150103 2884.28896 3673.99069 2360.1163 981.453483 4160.76017 994.955539 3637.48319 3643.73565 3552.01259 2655.38812 565.856971
Pop6_47 922.316705 2888.47113 3673.52244 2348.80408 971.5949 4138.68785 988.972568 3650.65852 3647.79225 3559.93081 2653.76122 566.51547
Pop6_48 923.255162 2893.9045 3669.45107 2357.18041 971.249807 4145.94621 979.05761 3654.78578 3647.96545 3564.97582 2663.89294 558.815291
Pop6_49 930.75514 2908.2817 3684.66476 2350.38938 978.022097 4156.10482 996.048229 3633.35925 3625.68905 3554.79065 2648.90848 565.387786
Pop6_50 918.435367 2894.60217 3673.8854 2348.47991 977.774225 4150.12533 993.418163 3646.7524 3650.7944 3554.80383 2650.71325 564.189218
Pop6_51 925.925264 2907.30611 3687.38066 2357.30299 976.004768 4171.66784 990.860344 3624.51298 3614.53203 3536.06414 2650.41557 567.338872
Pop6_52 923.982149 2899.11884 3672.27882 2357.97 978.329051 4169.46039 991.718558 3643.55986 3651.94686 3540.71771 2643.84126 563.891926
Pop6_53 924.314741 2914.16071 3697.10495 2358.3994 976.593202 4172.0327 990.385788 3633.59245 3629.71766 3527.60673 2636.26827 568.285834
Pop6_54 921.52466 2900.25161 3685.80214 2362.87206 982.608747 4173.44361 993.045978 3628.23371 3628.16125 3536.41917 2651.44162 568.277437
Pop6_55 926.558032 2900.15899 3671.87039 2348.31749 973.931943 4140.86585 987.606043 3652.55673 3651.91142 3557.21174 2658.80622 561.324588
Pop6_56 926.389157 2908.76009 3687.9854 2342.08154 978.54024 4147.01383 989.261246 3629.30235 3626.66268 3542.15314 2644.52078 566.006238
Pop6_57 926.656283 2911.18687 3682.84651 2366.50753 978.962104 4168.01995 991.225638 3625.49171 3623.95294 3542.44482 2643.23301 568.123206
Pop6_58 924.584783 2902.83686 3681.23744 2339.03679 975.033912 4164.31865 993.755463 3649.68086 3643.26895 3546.97399 2652.2711 562.360095
Pop6_59 928.2489 2911.11399 3691.56988 2365.7208 981.999544 4170.42357 993.501472 3633.21307 3628.13108 3539.16123 2646.62946 566.610536
Pop6_60 921.385919 2900.41174 3671.54351 2343.16966 976.839789 4166.40486 990.226652 3633.4003 3634.64606 3548.93096 2655.11737 568.482292
Pop6_61 925.674601 2900.86885 3687.22203 2351.78159 976.357556 4160.41971 990.041902 3627.31281 3628.50724 3561.32733 2662.79113 564.464309
Pop6_62 924.350172 2909.26628 3687.68671 2353.41037 972.956794 4153.40917 989.228412 3624.80645 3621.02602 3547.48053 2655.79025 561.500968
Pop6_63 924.614069 2910.33051 3701.70233 2355.12817 975.752233 4171.46824 996.651877 3627.31233 3624.04788 3546.99162 2646.27475 565.078133
Pop6_64 932.055489 2904.82934 3679.63538 2363.41175 980.377089 4154.52297 993.859572 3640.93053 3632.36925 3548.76199 2646.86656 570.523977
Pop6_65 924.948073 2893.07902 3679.59322 2349.00372 980.333056 4174.01246 994.759515 3642.2204 3641.73835 3542.35304 2650.65927 565.764685
Pop6_66 919.190829 2887.99825 3675.48703 2344.45928 977.541015 4153.18819 987.978999 3639.9793 3641.05788 3551.66324 2653.08108 560.872391
Pop6_67 924.468899 2904.78564 3676.57516 2341.83068 986.962208 4170.50798 1001.10317 3628.98714 3627.27539 3546.98551 2651.89476 565.10816
Pop6_68 925.452893 2889.84982 3679.4843 2355.30576 976.908612 4170.7763 990.543917 3642.98545 3644.548 3554.98433 2655.28382 563.482278
Pop6_69 926.148217 2897.82352 3666.90063 2367.1157 978.473194 4145.56012 991.912313 3631.40634 3634.00597 3561.57078 2658.53232 565.757919
Pop6_70 923.212322 2903.30743 3677.61085 2354.2553 973.998555 4154.70067 985.175714 3640.34849 3647.05442 3553.18754 2652.91753 565.30498
Pop6_71 926.312086 2906.80078 3696.46538 2364.20168 980.70565 4164.98375 994.596628 3617.88688 3622.05339 3548.57478 2645.41338 564.023684
Pop6_72 930.238882 2904.04783 3677.21123 2340.45039 974.768354 4149.96683 987.12203 3642.55121 3644.6851 3554.7054 2661.37441 564.154372
Pop6_73 924.013462 2900.4288 3686.53944 2357.87365 980.605118 4160.9735 993.605446 3625.15534 3626.042 3536.08706 2644.90795 570.371419
Pop6_74 928.516441 2895.41553 3690.6334 2349.77844 979.164389 4166.57217 992.526719 3623.7147 3616.54197 3546.85305 2651.4631 563.732604
Pop6_75 920.482887 2905.37148 3692.64643 2362.69322 981.958969 4170.76294 1000.00858 3621.35203 3623.14156 3541.68181 2643.41291 567.762175
Pop6_76 927.120752 2906.92379 3677.97631 2352.69924 977.676686 4155.24036 987.380899 3636.3792 3643.08889 3554.36346 2654.47265 564.090257
Pop6_77 917.121035 2889.4169 3682.99825 2352.39478 976.25136 4143.05713 992.944455 3628.73178 3629.52331 3545.57803 2650.17012 564.943013
Pop6_78 919.66361 2896.52288 3692.8597 2364.08475 981.099499 4172.35087 1000.44436 3627.29322 3627.93596 3549.17426 2653.55667 566.288229
Pop6_79 932.981833 2895.66054 3680.88407 2344.53866 978.69306 4176.15911 992.323379 3642.71875 3646.45266 3539.65708 2641.96375 564.337929
Pop6_80 918.425873 2885.94657 3672.78296 2351.2571 976.652588 4164.41003 993.727328 3638.28992 3636.40328 3554.2634 2653.10685 562.291196
Pop6_81 926.225804 2899.47367 3690.97191 2350.44941 976.419498 4165.15801 988.386157 3655.145 3658.50739 3547.3916 2646.67107 561.526577
Pop6_82 923.693016 2902.26846 3680.31116 2357.55642 974.134275 4172.1179 990.671629 3631.24409 3635.00488 3533.61298 2642.39118 564.960534
Pop6_83 924.734795 2904.46051 3700.93628 2354.84024 980.403159 4168.55955 994.202544 3636.09254 3626.04467 3537.65879 2638.37654 562.824201
Pop6_84 926.055848 2902.83822 3683.8952 2363.25175 973.874598 4158.78131 993.316155 3629.78831 3626.26007 3548.56965 2645.21027 560.51146
Pop6_85 926.322959 2902.123 3688.96639 2366.2666 984.270449 4179.51316 995.422784 3632.01855 3628.46852 3535.11324 2638.5273 562.716376
Pop6_86 925.307403 2901.85793 3684.39549 2370.47684 976.159099 4155.68865 991.551739 3641.90227 3641.0584 3542.86975 2643.64445 564.348485
Pop6_87 926.02015 2898.95286 3684.48503 2361.873 979.097189 4167.12383 1002.55846 3630.20991 3633.89078 3531.4154 2638.80926 565.9814
